Condiciones_20_del_20_hogar_Sexo,Condiciones_20_del_20_hogar_Zona,Condiciones_20_del_20_hogar_Departamento,Condiciones_20_del_20_hogar_Etario,Condiciones_20_del_20_hogar_No_carente,Condiciones_20_del_20_hogar_Valor,Condiciones_20_del_20_hogar_Total,Condiciones_20_del_20_hogar_Proporción,Condiciones_20_del_20_hogar_Variable,Condiciones_20_del_20_hogar_ID,Condiciones_20_del_20_hogar_Nombre_dpto
Hombre,Rural,17,Mayor,82440.13,27134.69,109574.8,0.247636226577644,Sin paredes duraderas,6546,Caldas
Hombre,Rural,17,Mayor,92058.17,17516.65,109574.8,0.159860205083651,Hacinamiento,704,Caldas
Hombre,Rural,17,Mayor,108129.1,1445.715,109574.8,0.0131938639176161,Sin pisos duraderos,6012,Caldas
Hombre,Rural,17,Mayor,109107.3,467.50214,109574.8,0.00426651146066431,Sin electricidad,5478,Caldas
Hombre,Rural,17,Menor,2575.032,52831.58,55406.61,0.953524859218061,Sin internet,3874,Caldas
Hombre,Rural,17,Menor,36799.47,18607.137,55406.61,0.335828829809295,Hacinamiento,702,Caldas
Hombre,Rural,17,Menor,42574.3,12832.31,55406.61,0.231602510963945,Sin paredes duraderas,6544,Caldas
Hombre,Rural,17,Menor,54106.99,1299.621,55406.61,0.0234560641771803,Sin pisos duraderos,6010,Caldas
Hombre,Rural,17,Menor,55233.47,173.14095,55406.61,0.00312491505977355,Sin electricidad,5476,Caldas
Hombre,Rural,18,Mayor,4106.78,81728.475,85835.25,0.952155146050137,Sin internet,3881,Caquetá
Hombre,Rural,18,Mayor,59968.38,25866.88,85835.25,0.301354979451915,Hacinamiento,709,Caquetá
Hombre,Rural,18,Mayor,79920.58,5914.676,85835.25,0.0689073078950664,Sin pisos duraderos,6017,Caquetá
Hombre,Rural,18,Mayor,82345.59,3489.6653,85835.25,0.0406553869185445,Sin electricidad,5483,Caquetá
Hombre,Rural,18,Mayor,85660.76,174.49235,85835.25,0.00203287518822395,Sin paredes duraderas,6551,Caquetá
Hombre,Rural,18,Menor,3326.556,58110.43,61436.98,0.945854272133819,Sin internet,3879,Caquetá
Hombre,Rural,18,Menor,33800.17,27636.81,61436.98,0.449839982368925,Hacinamiento,707,Caquetá
Hombre,Rural,18,Menor,57455.24,3981.74,61436.98,0.0648101518010814,Sin pisos duraderos,6015,Caquetá
Hombre,Rural,18,Menor,58683.22,2753.766,61436.98,0.044822613351112,Sin electricidad,5481,Caquetá
Hombre,Rural,18,Menor,61436.98,0,61436.98,0,Sin paredes duraderas,6549,Caquetá
Hombre,Rural,19,Mayor,17044.62,229535.65,246580.3,0.930875864779141,Sin internet,3886,Cauca
Hombre,Rural,19,Mayor,160213.7,86366.61,246580.3,0.350257542877513,Sin paredes duraderas,6556,Cauca
Hombre,Rural,19,Mayor,188914,57666.31,246580.3,0.233864221918783,Hacinamiento,714,Cauca
Hombre,Rural,19,Mayor,192744,53836.32,246580.3,0.218331796984593,Sin pisos duraderos,6022,Cauca
Hombre,Rural,19,Mayor,241141.6,5438.703,246580.3,0.0220565187081044,Sin electricidad,5488,Cauca
Hombre,Rural,19,Menor,8410.593,116851.9,125262.5,0.932856201975851,Sin internet,3884,Cauca
Hombre,Rural,19,Menor,70802.4,54460.09,125262.5,0.434767707813591,Hacinamiento,712,Cauca
Hombre,Rural,19,Menor,81917.73,43344.76,125262.5,0.346031414030536,Sin paredes duraderas,6554,Cauca
Hombre,Rural,19,Menor,92165.19,33097.29,125262.5,0.264223450753418,Sin pisos duraderos,6020,Cauca
Hombre,Rural,19,Menor,122212.54,3049.9477,125262.5,0.0243484498553039,Sin electricidad,5486,Cauca
Hombre,Rural,20,Mayor,1648.87,100227.6,101876.4,0.983815682532952,Sin internet,3892,Cesar
Hombre,Rural,20,Mayor,57664.94,44211.5,101876.4,0.433971950324118,Hacinamiento,720,Cesar
Hombre,Rural,20,Mayor,78143.06,23733.37,101876.4,0.232962393645633,Sin electricidad,5494,Cesar
Hombre,Rural,20,Mayor,81817.273,20059.165,101876.4,0.196897073316293,Sin pisos duraderos,6028,Cesar
Hombre,Rural,20,Mayor,85308.76,16567.68,101876.4,0.162625298891598,Sin paredes duraderas,6562,Cesar
Hombre,Rural,20,Menor,1086.56,79289.37,80375.93,0.986481525003816,Sin internet,3889,Cesar
Hombre,Rural,20,Menor,21559,58816.93,80375.93,0.731772932518479,Hacinamiento,717,Cesar
Hombre,Rural,20,Menor,58686.19,21689.74,80375.93,0.269853673854847,Sin pisos duraderos,6025,Cesar
Hombre,Rural,20,Menor,59649,20726.93,80375.93,0.257874838897665,Sin electricidad,5491,Cesar
Hombre,Rural,20,Menor,63465.18,16910.75,80375.93,0.210395699309482,Sin paredes duraderas,6559,Cesar
Hombre,Rural,23,Mayor,4304.329,159482.8,163787.1,0.973720152563908,Sin internet,3897,Córdoba
Hombre,Rural,23,Mayor,77047.19,86739.91,163787.1,0.52958938768682,Sin pisos duraderos,6033,Córdoba
Hombre,Rural,23,Mayor,99351.162,64435.94,163787.1,0.393412790140371,Hacinamiento,725,Córdoba
Hombre,Rural,23,Mayor,135356.8,28430.33,163787.1,0.173581008516544,Sin paredes duraderas,6567,Córdoba
Hombre,Rural,23,Mayor,159003,4784.062,163787.1,0.0292090280614285,Sin electricidad,5499,Córdoba
Hombre,Rural,23,Menor,2221.102,108726.3,110947.4,0.979980603421081,Sin internet,3895,Córdoba
Hombre,Rural,23,Menor,41795.21,69152.24,110947.4,0.62328851329549,Hacinamiento,723,Córdoba
Hombre,Rural,23,Menor,42587.58,68359.86,110947.4,0.616146570356764,Sin pisos duraderos,6031,Córdoba
Hombre,Rural,23,Menor,83736.22,27211.23,110947.4,0.245262439678622,Sin paredes duraderas,6565,Córdoba
Hombre,Rural,23,Menor,106834,4113.463,110947.4,0.0370757944755803,Sin electricidad,5497,Córdoba
Hombre,Rural,25,Mayor,42594.12,198260,240854.1,0.823153934269751,Sin internet,3903,Cundinamarca
Hombre,Rural,25,Mayor,177613.9,63240.22,240854.1,0.262566508105945,Hacinamiento,731,Cundinamarca
Hombre,Rural,25,Mayor,219777.7,21076.39,240854.1,0.0875068765696743,Sin paredes duraderas,6573,Cundinamarca
Hombre,Rural,25,Mayor,224747.1,16107.06,240854.1,0.066874759449808,Sin pisos duraderos,6039,Cundinamarca
Hombre,Rural,25,Mayor,238798.83,2055.307,240854.1,0.00853341089065953,Sin electricidad,5505,Cundinamarca
Hombre,Rural,25,Menor,20475.67,110728.2,131203.9,0.84393985239768,Sin internet,3900,Cundinamarca
Hombre,Rural,25,Menor,62163.55,69040.34,131203.9,0.5262064618506,Hacinamiento,728,Cundinamarca
Hombre,Rural,25,Menor,121013.8,10190.11,131203.9,0.0776662126659345,Sin paredes duraderas,6570,Cundinamarca
Hombre,Rural,25,Menor,121384.6,9819.284,131203.9,0.0748398789974993,Sin pisos duraderos,6036,Cundinamarca
Hombre,Rural,25,Menor,130544.1,659.83699,131203.9,0.00502909585766887,Sin electricidad,5502,Cundinamarca
Hombre,Rural,27,Mayor,2602.59,117850,120452.6,0.97839316046312,Sin internet,3908,Chocó
Hombre,Rural,27,Mayor,80634.56,39818.04,120452.6,0.330570199397937,Hacinamiento,736,Chocó
Hombre,Rural,27,Mayor,107574.8,12877.79,120452.6,0.106911681441496,Sin electricidad,5510,Chocó
Hombre,Rural,27,Mayor,114275.5,6177.104,120452.6,0.0512824463730961,Sin pisos duraderos,6044,Chocó
Hombre,Rural,27,Mayor,114387.3,6065.33,120452.6,0.0503544962914873,Sin paredes duraderas,6578,Chocó
Hombre,Rural,27,Menor,1553.3001,117590.1,119143.4,0.986962769234385,Sin internet,3906,Chocó
Hombre,Rural,27,Menor,53753.56,65389.855,119143.4,0.54883321275035,Hacinamiento,734,Chocó
Hombre,Rural,27,Menor,103966.1,15177.27,119143.4,0.127386577854921,Sin electricidad,5508,Chocó
Hombre,Rural,27,Menor,112647,6496.403,119143.4,0.0545259158291605,Sin pisos duraderos,6042,Chocó
Hombre,Rural,27,Menor,115550.2,3593.17,119143.4,0.0301583637868317,Sin paredes duraderas,6576,Chocó
Hombre,Rural,41,Mayor,9920.167,112724,122644.2,0.919113989899237,Sin internet,3912,Huila
Hombre,Rural,41,Mayor,73653.45,48990.71,122644.2,0.399453948902598,Sin paredes duraderas,6582,Huila
Hombre,Rural,41,Mayor,96644.89,25999.271,122644.2,0.211989405124743,Hacinamiento,740,Huila
Hombre,Rural,41,Mayor,110529.24,12114.92,122644.2,0.0987810267423979,Sin pisos duraderos,6048,Huila
Hombre,Rural,41,Mayor,120202.6,2441.5199,122644.2,0.019907340909721,Sin electricidad,5514,Huila
Hombre,Rural,41,Menor,4929.904,62732.01,67661.91,0.927139213185085,Sin internet,3910,Huila
Hombre,Rural,41,Menor,40312.28,27349.63,67661.91,0.40421013831859,Sin paredes duraderas,6580,Huila
Hombre,Rural,41,Menor,42428.52,25233.4,67661.91,0.372933604741575,Hacinamiento,738,Huila
Hombre,Rural,41,Menor,60400.97,7260.948,67661.91,0.107312193817762,Sin pisos duraderos,6046,Huila
Hombre,Rural,41,Menor,65980.8,1681.1158,67661.91,0.0248458224132307,Sin electricidad,5512,Huila
Hombre,Rural,44,Mayor,931.49083,88882.14,89813.63,0.989628634317531,Sin internet,3918,La Guajira
Hombre,Rural,44,Mayor,43564.18,46249.45,89813.63,0.514949122978327,Sin pisos duraderos,6054,La Guajira
Hombre,Rural,44,Mayor,44695.244,45118.38,89813.63,0.502355600146659,Hacinamiento,746,La Guajira
Hombre,Rural,44,Mayor,45250.87,44562.76,89813.63,0.496169234001565,Sin paredes duraderas,6588,La Guajira
Hombre,Rural,44,Mayor,51716.24,38097.38,89813.63,0.42418261014503,Sin electricidad,5520,La Guajira
Hombre,Rural,44,Menor,799.06981,85892.97,86692.04,0.990782660091976,Sin internet,3915,La Guajira
Hombre,Rural,44,Menor,15846.82,70845.22,86692.04,0.817205593500857,Hacinamiento,743,La Guajira
Hombre,Rural,44,Menor,36369.16,50322.87,86692.04,0.580478553740344,Sin paredes duraderas,6585,La Guajira
Hombre,Rural,44,Menor,36410.6,50281.43,86692.04,0.580000539841951,Sin pisos duraderos,6051,La Guajira
Hombre,Rural,44,Menor,48446.11,38245.93,86692.04,0.441170031296991,Sin electricidad,5517,La Guajira
Hombre,Rural,47,Mayor,2749.77,112297.7,115047.5,0.97609856798279,Sin internet,3923,Magdalena
Hombre,Rural,47,Mayor,63922.03,51125.49,115047.5,0.444385927551663,Hacinamiento,751,Magdalena
Hombre,Rural,47,Mayor,78609.082,36438.433,115047.5,0.31672511788609,Sin pisos duraderos,6059,Magdalena
Hombre,Rural,47,Mayor,98113.47,16934.05,115047.5,0.14719181207762,Sin paredes duraderas,6593,Magdalena
Hombre,Rural,47,Mayor,100475.4,14572.09,115047.5,0.126661509376562,Sin electricidad,5525,Magdalena
Hombre,Rural,47,Menor,1185.848,78065.42,79251.27,0.985036832848231,Sin internet,3921,Magdalena
Hombre,Rural,47,Menor,25394.65,53856.614,79251.27,0.679567835316709,Hacinamiento,749,Magdalena
Hombre,Rural,47,Menor,51269.4,27981.86,79251.27,0.353077748785603,Sin pisos duraderos,6057,Magdalena
Hombre,Rural,47,Menor,65203.39,14047.877,79251.27,0.177257437010158,Sin paredes duraderas,6591,Magdalena
Hombre,Rural,47,Menor,69802.28,9448.983,79251.27,0.119228158741179,Sin electricidad,5523,Magdalena
Hombre,Rural,50,Mayor,13323.43,92332.68,105656.1,0.873898241559172,Sin internet,3929,Meta
Hombre,Rural,50,Mayor,84107.81,21548.29,105656.1,0.20394742944326,Hacinamiento,757,Meta
Hombre,Rural,50,Mayor,96002.18,9653.922,105656.1,0.0913711749723868,Sin pisos duraderos,6065,Meta
Hombre,Rural,50,Mayor,96273.34,9382.762,105656.1,0.0888047353631262,Sin electricidad,5531,Meta
Hombre,Rural,50,Mayor,102862.9,2793.2493,105656.1,0.0264371796801131,Sin paredes duraderas,6599,Meta
Hombre,Rural,50,Menor,8520.4618,48513.14,57033.6,0.850606309263311,Sin internet,3926,Meta
Hombre,Rural,50,Menor,34770.78,22262.82,57033.6,0.390345690961118,Hacinamiento,754,Meta
Hombre,Rural,50,Menor,52424.92,4608.686,57033.6,0.0808065070414633,Sin electricidad,5528,Meta
Hombre,Rural,50,Menor,53405.46,3628.144,57033.6,0.0636141502552881,Sin pisos duraderos,6062,Meta
Hombre,Rural,50,Menor,54771.09,2262.51,57033.6,0.0396697736071369,Sin paredes duraderas,6596,Meta
Hombre,Rural,52,Mayor,10450.8,257870.4,268321.24,0.961051014820892,Sin internet,3934,Nariño
Hombre,Rural,52,Mayor,199155,69166.23,268321.24,0.25777396526641,Hacinamiento,762,Nariño
Hombre,Rural,52,Mayor,209516,58805.23,268321.24,0.219159802630608,Sin paredes duraderas,6604,Nariño
Hombre,Rural,52,Mayor,242459.7,25861.57,268321.24,0.0963828655532451,Sin pisos duraderos,6070,Nariño
Hombre,Rural,52,Mayor,261754.9,6566.353,268321.24,0.024471983656605,Sin electricidad,5536,Nariño
Hombre,Rural,52,Menor,5381.34,128262.5,133643.9,0.959733291231399,Sin internet,3932,Nariño
Hombre,Rural,52,Menor,75551.13,58092.73,133643.9,0.434682989646366,Hacinamiento,760,Nariño
Hombre,Rural,52,Menor,112199.3,21444.55,133643.9,0.160460372676942,Sin paredes duraderas,6602,Nariño
Hombre,Rural,52,Menor,123780.39,9863.472,133643.9,0.0738041317261768,Sin pisos duraderos,6068,Nariño
Hombre,Rural,52,Menor,128454.59,5189.272,133643.9,0.0388290973250556,Sin electricidad,5534,Nariño
Hombre,Rural,54,Mayor,4189.031,123338.5,127527.5,0.96715218286252,Sin internet,3939,Norte de Santander
Hombre,Rural,54,Mayor,75309.11,52218.4,127527.5,0.409467761855286,Sin paredes duraderas,6609,Norte de Santander
Hombre,Rural,54,Mayor,79614.12,47913.39,127527.5,0.375710258571681,Hacinamiento,767,Norte de Santander
Hombre,Rural,54,Mayor,109293.6,18233.93,127527.5,0.142980376781479,Sin pisos duraderos,6075,Norte de Santander
Hombre,Rural,54,Mayor,124441.7,3085.827,127527.5,0.0241973456705416,Sin electricidad,5541,Norte de Santander
Hombre,Rural,54,Menor,1295.743,78163.74,79459.48,0.983693072242607,Sin internet,3936,Norte de Santander
Hombre,Rural,54,Menor,32311.34,47148.14,79459.48,0.593360792192448,Hacinamiento,764,Norte de Santander
Hombre,Rural,54,Menor,47567.33,31892.16,79459.48,0.401363814613436,Sin paredes duraderas,6606,Norte de Santander
Hombre,Rural,54,Menor,64573.24,14886.24,79459.48,0.187343788305687,Sin pisos duraderos,6072,Norte de Santander
Hombre,Rural,54,Menor,76833.44,2626.041,79459.48,0.0330488067628935,Sin electricidad,5538,Norte de Santander
Hombre,Rural,63,Mayor,15188.34,83593.62,98781.97,0.846243702165486,Sin internet,3944,Quindio
Hombre,Rural,63,Mayor,78468.78,20313.185,98781.97,0.205636565053319,Sin paredes duraderas,6614,Quindio
Hombre,Rural,63,Mayor,87034.84,11747.12,98781.97,0.118919677345977,Hacinamiento,772,Quindio
Hombre,Rural,63,Mayor,98151.902,630.06532,98781.97,0.00637834333532729,Sin pisos duraderos,6080,Quindio
Hombre,Rural,63,Mayor,98781.97,0,98781.97,0,Sin electricidad,5546,Quindio
Hombre,Rural,63,Menor,6380.852,30208.3,36589.15,0.8256081379316,Sin internet,3942,Quindio
Hombre,Rural,63,Menor,26293.71,10295.44,36589.15,0.28137958930448,Hacinamiento,770,Quindio
Hombre,Rural,63,Menor,26819.21,9769.943,36589.15,0.267017490157601,Sin paredes duraderas,6612,Quindio
Hombre,Rural,63,Menor,35422.23,1166.918,36589.15,0.0318924599232286,Sin pisos duraderos,6078,Quindio
Hombre,Rural,63,Menor,36589.15,0,36589.15,0,Sin electricidad,5544,Quindio
Hombre,Rural,66,Mayor,10021.52,105143.3,115164.8,0.912981223429381,Sin internet,3950,Risaralda
Hombre,Rural,66,Mayor,91243.56,23921.288,115164.8,0.207713537469782,Sin paredes duraderas,6620,Risaralda
Hombre,Rural,66,Mayor,96326.39,18838.46,115164.8,0.163578280863597,Hacinamiento,778,Risaralda
Hombre,Rural,66,Mayor,113363.2,1801.656,115164.8,0.0156441551585207,Sin pisos duraderos,6086,Risaralda
Hombre,Rural,66,Mayor,114769.29,395.55719,115164.8,0.00343470565658951,Sin electricidad,5552,Risaralda
Hombre,Rural,66,Menor,5393.894,54266.59,59660.48,0.909590234607566,Sin internet,3947,Risaralda
Hombre,Rural,66,Menor,41720.42,17940.06,59660.48,0.300702575641363,Hacinamiento,775,Risaralda
Hombre,Rural,66,Menor,47688.48,11972.01,59660.48,0.200669019089354,Sin paredes duraderas,6617,Risaralda
Hombre,Rural,66,Menor,58742.5,917.98539,59660.48,0.0153868254160878,Sin pisos duraderos,6083,Risaralda
Hombre,Rural,66,Menor,59440.47,220.01852,59660.48,0.00368784361104704,Sin electricidad,5549,Risaralda
Hombre,Rural,68,Mayor,10448.42,160380.6,170829,0.938837082696732,Sin internet,3956,Santander
Hombre,Rural,68,Mayor,124490,46339.03,170829,0.271259739271435,Sin paredes duraderas,6626,Santander
Hombre,Rural,68,Mayor,127326.3,43502.72,170829,0.254656527872902,Hacinamiento,784,Santander
Hombre,Rural,68,Mayor,159339.1,11489.992,170829,0.067260195868383,Sin pisos duraderos,6092,Santander
Hombre,Rural,68,Mayor,167500.3,3328.777,170829,0.0194860181819246,Sin electricidad,5558,Santander
Hombre,Rural,68,Menor,5404.908,81388.56,86793.46,0.937726874812918,Sin internet,3953,Santander
Hombre,Rural,68,Menor,47443.18,39350.28,86793.46,0.453378399708918,Hacinamiento,781,Santander
Hombre,Rural,68,Menor,68938.11,17855.35,86793.46,0.205722297509513,Sin paredes duraderas,6623,Santander
Hombre,Rural,68,Menor,81940.86,4852.606,86793.46,0.0559098116378815,Sin pisos duraderos,6089,Santander
Hombre,Rural,68,Menor,86318.21,475.25602,86793.46,0.0054757123405381,Sin electricidad,5555,Santander
Hombre,Rural,70,Mayor,9274.5408,86945.14,96219.68,0.90361077900072,Sin internet,3962,Sucre
Hombre,Rural,70,Mayor,53431.95,42787.73,96219.68,0.4446879266279,Sin pisos duraderos,6098,Sucre
Hombre,Rural,70,Mayor,60449.18,35770.5,96219.68,0.371758667249777,Hacinamiento,790,Sucre
Hombre,Rural,70,Mayor,71615.96,24603.71,96219.68,0.25570351096574,Sin paredes duraderas,6632,Sucre
Hombre,Rural,70,Mayor,90524.586,5695.0931,96219.68,0.0591884435699641,Sin electricidad,5564,Sucre
Hombre,Rural,70,Menor,5616.152,56179.98,61796.14,0.909117948143687,Sin internet,3959,Sucre
Hombre,Rural,70,Menor,24057.19,37738.949,61796.14,0.6107007492701,Hacinamiento,787,Sucre
Hombre,Rural,70,Menor,34561.16,27234.98,61796.14,0.440722996614352,Sin pisos duraderos,6095,Sucre
Hombre,Rural,70,Menor,45778.83,16017.31,61796.14,0.25919596272518,Sin paredes duraderas,6629,Sucre
Hombre,Rural,70,Menor,58230.32,3565.821,61796.14,0.0577029730335908,Sin electricidad,5561,Sucre
Hombre,Rural,73,Mayor,7944.403,143486.9,151431.3,0.94753792643925,Sin internet,3967,Tolima
Hombre,Rural,73,Mayor,120829.2,30602.01,151431.3,0.202085103938221,Hacinamiento,795,Tolima
Hombre,Rural,73,Mayor,128895.7,22535.55,151431.3,0.148816988297664,Sin paredes duraderas,6637,Tolima
Hombre,Rural,73,Mayor,141119.5,10311.79,151431.3,0.0680954994112842,Sin pisos duraderos,6103,Tolima
Hombre,Rural,73,Mayor,147777.9,3653.395,151431.3,0.0241257586773672,Sin electricidad,5569,Tolima
Hombre,Rural,73,Menor,6193.746,81498.981,87692.73,0.929369869087209,Sin internet,3965,Tolima
Hombre,Rural,73,Menor,46699.093,40993.63,87692.73,0.46746896806611,Hacinamiento,793,Tolima
Hombre,Rural,73,Menor,73492.11,14200.62,87692.73,0.161936114886605,Sin paredes duraderas,6635,Tolima
Hombre,Rural,73,Menor,81407.89,6284.835,87692.73,0.0716688259106542,Sin pisos duraderos,6101,Tolima
Hombre,Rural,73,Menor,85888.86,1803.867,87692.73,0.0205703140955926,Sin electricidad,5567,Tolima
Hombre,Rural,76,Mayor,64284.34,177394.1,241678.4,0.734008914325815,Sin internet,3971,Valle del Cauca
Hombre,Rural,76,Mayor,198386,43292.41,241678.4,0.179132309714066,Sin paredes duraderas,6641,Valle del Cauca
Hombre,Rural,76,Mayor,201715.6,39962.83,241678.4,0.165355406192692,Hacinamiento,799,Valle del Cauca
Hombre,Rural,76,Mayor,236065.9,5612.52,241678.4,0.023223093168442,Sin electricidad,5573,Valle del Cauca
Hombre,Rural,76,Mayor,239178.1,2500.274,241678.4,0.0103454590894346,Sin pisos duraderos,6107,Valle del Cauca
Hombre,Rural,76,Menor,29033,80874.06,109907.1,0.735840177750118,Sin internet,3969,Valle del Cauca
Hombre,Rural,76,Menor,69149.2,40757.85,109907.1,0.370839099566816,Hacinamiento,797,Valle del Cauca
Hombre,Rural,76,Menor,90588.15,19318.905,109907.1,0.175774858949058,Sin paredes duraderas,6639,Valle del Cauca
Hombre,Rural,76,Menor,108293.69,1613.366,109907.1,0.0146793610239921,Sin electricidad,5571,Valle del Cauca
Hombre,Rural,76,Menor,109478.6,428.42673,109907.1,0.0038980805607645,Sin pisos duraderos,6105,Valle del Cauca
Hombre,Urbano,5,Mayor,1061433.6,564579.8,1626013.4,0.347217187755033,Sin internet,3710,Antioquia
Hombre,Urbano,5,Mayor,1452971.5,173041.9,1626013.4,0.106420955694461,Hacinamiento,538,Antioquia
Hombre,Urbano,5,Mayor,1617969.8,8043.633,1626013.4,0.00494684299649683,Sin paredes duraderas,6380,Antioquia
Hombre,Urbano,5,Mayor,1620109.1,5904.366,1626013.4,0.00363119147726581,Sin pisos duraderos,5846,Antioquia
Hombre,Urbano,5,Mayor,1625827.7,185.70462,1626013.4,0.000114208542192826,Sin electricidad,5312,Antioquia
Hombre,Urbano,5,Menor,352915.3,255605.4,608520.7,0.420043886756852,Sin internet,3707,Antioquia
Hombre,Urbano,5,Menor,448591.7,159928.9,608520.7,0.262815874628423,Hacinamiento,535,Antioquia
Hombre,Urbano,5,Menor,603392.9,5127.841,608520.7,0.00842673223770367,Sin pisos duraderos,5843,Antioquia
Hombre,Urbano,5,Menor,603515.4,5005.314,608520.7,0.00822538000761519,Sin paredes duraderas,6377,Antioquia
Hombre,Urbano,5,Menor,608520.7,0,608520.7,0,Sin electricidad,5309,Antioquia
Hombre,Urbano,8,Mayor,366473.9,371589.1,738063,0.503465286838657,Sin internet,3716,Atlántico
Hombre,Urbano,8,Mayor,528378.1,209684.9,738063,0.284101628180792,Hacinamiento,544,Atlántico
Hombre,Urbano,8,Mayor,730015.7,8047.315,738063,0.0109032900985417,Sin pisos duraderos,5852,Atlántico
Hombre,Urbano,8,Mayor,736392.5,1670.559,738063,0.00226343686108096,Sin paredes duraderas,6386,Atlántico
Hombre,Urbano,8,Mayor,737923.19,139.82316,738063,0.000189446104194357,Sin electricidad,5318,Atlántico
Hombre,Urbano,8,Menor,146529.5,183568,330097.52,0.556102330002358,Sin internet,3713,Atlántico
Hombre,Urbano,8,Menor,180056.2,150041.3,330097.52,0.454536283701859,Hacinamiento,541,Atlántico
Hombre,Urbano,8,Menor,323623,6474.473,330097.52,0.0196138189708302,Sin pisos duraderos,5849,Atlántico
Hombre,Urbano,8,Menor,329081.5,1016.048,330097.52,0.00307802373068419,Sin paredes duraderas,6383,Atlántico
Hombre,Urbano,8,Menor,330049.9,47.6505928,330097.52,0.000144353077236085,Sin electricidad,5315,Atlántico
Hombre,Urbano,11,Mayor,1931709.3,826910.4,2758619.7,0.299755127537152,Sin internet,3722,"Bogotá, D.C."
Hombre,Urbano,11,Mayor,2452750.4,305869.3,2758619.7,0.110877661027361,Hacinamiento,550,"Bogotá, D.C."
Hombre,Urbano,11,Mayor,2749593.2,9026.519,2758619.7,0.00327211431137101,Sin pisos duraderos,5858,"Bogotá, D.C."
Hombre,Urbano,11,Mayor,2752095.1,6524.628,2758619.7,0.00236517849850779,Sin paredes duraderas,6392,"Bogotá, D.C."
Hombre,Urbano,11,Mayor,2758619.7,0,2758619.7,0,Sin electricidad,5324,"Bogotá, D.C."
Hombre,Urbano,11,Menor,658483.6,367824,1026307.6,0.358395475196715,Sin internet,3719,"Bogotá, D.C."
Hombre,Urbano,11,Menor,757033.6,269274,1026307.6,0.262371632052613,Hacinamiento,547,"Bogotá, D.C."
Hombre,Urbano,11,Menor,1018507.6,7800.011,1026307.6,0.00760007136262072,Sin pisos duraderos,5855,"Bogotá, D.C."
Hombre,Urbano,11,Menor,1023041,3266.595,1026307.6,0.0031828615514491,Sin paredes duraderas,6389,"Bogotá, D.C."
Hombre,Urbano,11,Menor,1026307.6,0,1026307.6,0,Sin electricidad,5321,"Bogotá, D.C."
Hombre,Urbano,13,Mayor,174092.4,350185,524277.4,0.667938385289925,Sin internet,3728,Bolívar
Hombre,Urbano,13,Mayor,362639.9,161637.5,524277.4,0.308305297920528,Hacinamiento,556,Bolívar
Hombre,Urbano,13,Mayor,489791.6,34485.81,524277.4,0.065777792443466,Sin pisos duraderos,5864,Bolívar
Hombre,Urbano,13,Mayor,515498,8779.3566,524277.4,0.0167456323694289,Sin paredes duraderas,6398,Bolívar
Hombre,Urbano,13,Mayor,523610.4,666.96519,524277.4,0.00127216086369544,Sin electricidad,5330,Bolívar
Hombre,Urbano,13,Menor,68232.83,204579.5,272812.3,0.749891042302711,Sin internet,3725,Bolívar
Hombre,Urbano,13,Menor,133258,139554.3,272812.3,0.511539618998117,Hacinamiento,553,Bolívar
Hombre,Urbano,13,Menor,244612.1,28200.18,272812.3,0.103368433168153,Sin pisos duraderos,5861,Bolívar
Hombre,Urbano,13,Menor,267732.88,5079.411,272812.3,0.0186187023092434,Sin paredes duraderas,6395,Bolívar
Hombre,Urbano,13,Menor,272747.4,64.855415,272812.3,0.000237729072332882,Sin electricidad,5327,Bolívar
Hombre,Urbano,15,Mayor,130587.46,154505.2,285092.7,0.541947233303413,Sin internet,3734,Boyacá
Hombre,Urbano,15,Mayor,256974.5,28118.15,285092.7,0.0986280953528449,Hacinamiento,562,Boyacá
Hombre,Urbano,15,Mayor,280493.8,4598.882,285092.7,0.0161311811912406,Sin paredes duraderas,6404,Boyacá
Hombre,Urbano,15,Mayor,284260.02,832.64575,285092.7,0.00292061406693332,Sin pisos duraderos,5870,Boyacá
Hombre,Urbano,15,Mayor,284355.9,736.74906,285092.7,0.00258424386173339,Sin electricidad,5336,Boyacá
Hombre,Urbano,15,Menor,54546.51,79018.05,133564.6,0.591609228792659,Sin internet,3731,Boyacá
Hombre,Urbano,15,Menor,108121.2,25443.39,133564.6,0.190495011402722,Hacinamiento,559,Boyacá
Hombre,Urbano,15,Menor,132392.8,1171.716,133564.6,0.00877265383192852,Sin paredes duraderas,6401,Boyacá
Hombre,Urbano,15,Menor,133529.61,34.943408,133564.6,0.000261621777027745,Sin pisos duraderos,5867,Boyacá
Hombre,Urbano,15,Menor,133554.8,9.7988329,133564.6,7.33639968973815E-05,Sin electricidad,5333,Boyacá
Hombre,Urbano,17,Mayor,145813,110901.5,256714.5,0.432003256535957,Sin internet,3740,Caldas
Hombre,Urbano,17,Mayor,226999,29715.468,256714.5,0.115752978503357,Hacinamiento,568,Caldas
Hombre,Urbano,17,Mayor,234383.1,22331.39,256714.5,0.0869892039600412,Sin paredes duraderas,6410,Caldas
Hombre,Urbano,17,Mayor,256461.4,253.0961,256714.5,0.000985904964464415,Sin electricidad,5342,Caldas
Hombre,Urbano,17,Mayor,256535.39,179.11542,256714.5,0.00069772225565755,Sin pisos duraderos,5876,Caldas
