Condiciones_20_del_20_hogar_Sexo,Condiciones_20_del_20_hogar_Zona,Condiciones_20_del_20_hogar_Departamento,Condiciones_20_del_20_hogar_Etario,Condiciones_20_del_20_hogar_No_carente,Condiciones_20_del_20_hogar_Valor,Condiciones_20_del_20_hogar_Total,Condiciones_20_del_20_hogar_Proporción,Condiciones_20_del_20_hogar_Variable,Condiciones_20_del_20_hogar_ID,Condiciones_20_del_20_hogar_Nombre_dpto
Hombre,Urbano,17,Menor,53474.16,52439.42,105913.6,0.495115074928999,Sin internet,3737,Caldas
Hombre,Urbano,17,Menor,80668.16,25245.42,105913.6,0.238358624388181,Hacinamiento,565,Caldas
Hombre,Urbano,17,Menor,97675.393,8238.184,105913.6,0.0777821167442141,Sin paredes duraderas,6407,Caldas
Hombre,Urbano,17,Menor,105776.6,136.98536,105913.6,0.00129336893467883,Sin pisos duraderos,5873,Caldas
Hombre,Urbano,17,Menor,105913.6,0,105913.6,0,Sin electricidad,5339,Caldas
Hombre,Urbano,18,Mayor,41985.65,69023.7,111009.4,0.621782479681901,Sin internet,3745,Caquetá
Hombre,Urbano,18,Mayor,87720.05,23289.31,111009.4,0.20979583710929,Hacinamiento,573,Caquetá
Hombre,Urbano,18,Mayor,109306.11,1703.249,111009.4,0.015343286244228,Sin pisos duraderos,5881,Caquetá
Hombre,Urbano,18,Mayor,110369.5,639.858902,111009.4,0.00576400648954052,Sin electricidad,5347,Caquetá
Hombre,Urbano,18,Mayor,110913.7,95.687376,111009.4,0.000861975436314402,Sin paredes duraderas,6415,Caquetá
Hombre,Urbano,18,Menor,24641.6,45013.131,69654.73,0.646232222851198,Sin internet,3743,Caquetá
Hombre,Urbano,18,Menor,46503.04,23151.69,69654.73,0.332377858617785,Hacinamiento,571,Caquetá
Hombre,Urbano,18,Menor,68648.69,1006.048,69654.73,0.0144433551030921,Sin pisos duraderos,5879,Caquetá
Hombre,Urbano,18,Menor,69582.77,71.962806,69654.73,0.00103313595501698,Sin electricidad,5345,Caquetá
Hombre,Urbano,18,Menor,69624.7,30.035868,69654.73,0.000431210744769235,Sin paredes duraderas,6413,Caquetá
Hombre,Urbano,19,Mayor,97345.37,136441.2,233786.62,0.58361423763259,Sin internet,3751,Cauca
Hombre,Urbano,19,Mayor,196578.6,37208.06,233786.62,0.159153932761422,Hacinamiento,579,Cauca
Hombre,Urbano,19,Mayor,213944.4,19842.19,233786.62,0.0848730778519318,Sin paredes duraderas,6421,Cauca
Hombre,Urbano,19,Mayor,230645.75,3140.869,233786.62,0.0134347679948493,Sin pisos duraderos,5887,Cauca
Hombre,Urbano,19,Mayor,232671.8,1114.8364,233786.62,0.00476860651820023,Sin electricidad,5353,Cauca
Hombre,Urbano,19,Menor,37352.18,74108.788,111460.97,0.664885546931809,Sin internet,3748,Cauca
Hombre,Urbano,19,Menor,76287.22,35173.75,111460.97,0.315570104943461,Hacinamiento,576,Cauca
Hombre,Urbano,19,Menor,101884.6,9576.37,111460.97,0.0859168011905872,Sin paredes duraderas,6418,Cauca
Hombre,Urbano,19,Menor,110110.2,1350.729,111460.97,0.0121184034196006,Sin pisos duraderos,5884,Cauca
Hombre,Urbano,19,Menor,111460.97,0,111460.97,0,Sin electricidad,5350,Cauca
Hombre,Urbano,20,Mayor,87424.52,155188.7,242613.2,0.639654808559468,Sin internet,3757,Cesar
Hombre,Urbano,20,Mayor,158483.33,84129.85,242613.2,0.346765345001838,Hacinamiento,585,Cesar
Hombre,Urbano,20,Mayor,232734,9879.219,242613.2,0.0407200391404919,Sin pisos duraderos,5893,Cesar
Hombre,Urbano,20,Mayor,234437.52,8175.657,242613.2,0.0336983189702786,Sin paredes duraderas,6427,Cesar
Hombre,Urbano,20,Mayor,242497.7,115.49974,242613.2,0.000476065358356429,Sin electricidad,5359,Cesar
Hombre,Urbano,20,Menor,47860.38,100149.8,148010.2,0.676641204457531,Sin internet,3754,Cesar
Hombre,Urbano,20,Menor,70802.01,77208.17,148010.2,0.521640873399266,Hacinamiento,582,Cesar
Hombre,Urbano,20,Menor,137458,10552.18,148010.2,0.0712936000356732,Sin pisos duraderos,5890,Cesar
Hombre,Urbano,20,Menor,140133.8,7876.36,148010.2,0.0532149811296789,Sin paredes duraderas,6424,Cesar
Hombre,Urbano,20,Menor,147948.9,61.238967,148010.2,0.000413748288969274,Sin electricidad,5356,Cesar
Hombre,Urbano,23,Mayor,103697.8,209226.6,312924.4,0.668617084509869,Sin internet,3763,Córdoba
Hombre,Urbano,23,Mayor,215095.5,97828.87,312924.4,0.31262781042322,Hacinamiento,591,Córdoba
Hombre,Urbano,23,Mayor,276913.8,36010.57,312924.4,0.115077539495162,Sin pisos duraderos,5899,Córdoba
Hombre,Urbano,23,Mayor,300472.5,12451.94,312924.4,0.0397921670537676,Sin paredes duraderas,6433,Córdoba
Hombre,Urbano,23,Mayor,312648,276.3655,312924.4,0.000883170184236192,Sin electricidad,5365,Córdoba
Hombre,Urbano,23,Menor,47221.42,117647.4,164868.8,0.713581951224246,Sin internet,3760,Córdoba
Hombre,Urbano,23,Menor,86815.23,78053.55,164868.8,0.473428265384354,Hacinamiento,588,Córdoba
Hombre,Urbano,23,Menor,139671.2,25197.62,164868.8,0.152834374969673,Sin pisos duraderos,5896,Córdoba
Hombre,Urbano,23,Menor,159222.3,5646.512,164868.8,0.0342485176091535,Sin paredes duraderas,6430,Córdoba
Hombre,Urbano,23,Menor,164868.8,0,164868.8,0,Sin electricidad,5362,Córdoba
Hombre,Urbano,25,Mayor,256475.9,248132.52,504608.4,0.491732836789875,Sin internet,3769,Cundinamarca
Hombre,Urbano,25,Mayor,435606.9,69001.45,504608.4,0.136742571070953,Hacinamiento,597,Cundinamarca
Hombre,Urbano,25,Mayor,495450.4,9157.982,504608.4,0.0181486911434689,Sin paredes duraderas,6439,Cundinamarca
Hombre,Urbano,25,Mayor,502260.9,2347.459,504608.4,0.00465204106788551,Sin pisos duraderos,5905,Cundinamarca
Hombre,Urbano,25,Mayor,504608.4,0,504608.4,0,Sin electricidad,5371,Cundinamarca
Hombre,Urbano,25,Menor,93801.36,116965.8,210767.1,0.554952836566997,Sin internet,3766,Cundinamarca
Hombre,Urbano,25,Menor,145824.9,64942.19,210767.1,0.308122994528083,Hacinamiento,594,Cundinamarca
Hombre,Urbano,25,Menor,206877.3,3889.819,210767.1,0.0184555321964386,Sin paredes duraderas,6436,Cundinamarca
Hombre,Urbano,25,Menor,209708.5,1058.609,210767.1,0.00502264822166268,Sin pisos duraderos,5902,Cundinamarca
Hombre,Urbano,25,Menor,210767.1,0,210767.1,0,Sin electricidad,5368,Cundinamarca
Hombre,Urbano,27,Mayor,21927.19,62741.22,84668.4,0.741022860949303,Sin internet,3775,Chocó
Hombre,Urbano,27,Mayor,72329.92,12338.478,84668.4,0.14572707172924,Hacinamiento,603,Chocó
Hombre,Urbano,27,Mayor,78411.7,6256.7,84668.4,0.0738965186539488,Sin paredes duraderas,6445,Chocó
Hombre,Urbano,27,Mayor,84237.52,430.88434,84668.4,0.00508908093220139,Sin pisos duraderos,5911,Chocó
Hombre,Urbano,27,Mayor,84420.57,247.83318,84668.4,0.00292710361835112,Sin electricidad,5377,Chocó
Hombre,Urbano,27,Menor,14931.151,50876.161,65807.312,0.773108024834687,Sin internet,3772,Chocó
Hombre,Urbano,27,Menor,48851.36,16955.95,65807.312,0.257660577292687,Hacinamiento,600,Chocó
Hombre,Urbano,27,Menor,60815.778,4991.534,65807.312,0.0758507504454824,Sin paredes duraderas,6442,Chocó
Hombre,Urbano,27,Menor,65354.21,453.10148,65807.312,0.00688527560584757,Sin pisos duraderos,5908,Chocó
Hombre,Urbano,27,Menor,65476.86,330.45154,65807.312,0.00502150186593247,Sin electricidad,5374,Chocó
Hombre,Urbano,41,Mayor,98611.42,133329.5,231940.91,0.574842532091471,Sin internet,3781,Huila
Hombre,Urbano,41,Mayor,195918.1,36022.845,231940.91,0.155310440922216,Hacinamiento,609,Huila
Hombre,Urbano,41,Mayor,205277.7,26663.23,231940.91,0.114956994865632,Sin paredes duraderas,6451,Huila
Hombre,Urbano,41,Mayor,229493,2447.949,231940.91,0.0105541924449637,Sin pisos duraderos,5917,Huila
Hombre,Urbano,41,Mayor,231852.1,88.842202,231940.91,0.000383038085001908,Sin electricidad,5383,Huila
Hombre,Urbano,41,Menor,47776.39,78659.99,126436.4,0.622130889522321,Sin internet,3778,Huila
Hombre,Urbano,41,Menor,86567.8,39868.58,126436.4,0.315325175345075,Hacinamiento,606,Huila
Hombre,Urbano,41,Menor,104963.8,21472.55,126436.4,0.169828862574385,Sin paredes duraderas,6448,Huila
Hombre,Urbano,41,Menor,124516.7,1919.632,126436.4,0.0151825898238166,Sin pisos duraderos,5914,Huila
Hombre,Urbano,41,Menor,126397.1,39.258429,126436.4,0.000310499421052798,Sin electricidad,5380,Huila
Hombre,Urbano,44,Mayor,44311.727,105306.8,149618.5,0.703835421421816,Sin internet,3787,La Guajira
Hombre,Urbano,44,Mayor,94737.256,54881.28,149618.5,0.366808115306596,Hacinamiento,615,La Guajira
Hombre,Urbano,44,Mayor,138588.9,11029.682,149618.5,0.0737187045719614,Sin paredes duraderas,6457,La Guajira
Hombre,Urbano,44,Mayor,141724.6,7893.89,149618.5,0.0527601199049583,Sin pisos duraderos,5923,La Guajira
Hombre,Urbano,44,Mayor,149006,612.53592,149618.5,0.00409398516894635,Sin electricidad,5389,La Guajira
Hombre,Urbano,44,Menor,32195.7,78882.69,111078.4,0.710153279125375,Sin internet,3784,La Guajira
Hombre,Urbano,44,Menor,49717.53,61360.87,111078.4,0.552410459639318,Hacinamiento,612,La Guajira
Hombre,Urbano,44,Menor,100238.6,10839.76,111078.4,0.0975865694860567,Sin paredes duraderas,6454,La Guajira
Hombre,Urbano,44,Menor,103190.1,7888.313,111078.4,0.0710157240291542,Sin pisos duraderos,5920,La Guajira
Hombre,Urbano,44,Menor,110650.9,427.47501,111078.4,0.00384840806133326,Sin electricidad,5386,La Guajira
Hombre,Urbano,47,Mayor,87883.88,180500.2,268384.1,0.672544312423873,Sin internet,3793,Magdalena
Hombre,Urbano,47,Mayor,169864.5,98519.55,268384.1,0.367084152898775,Hacinamiento,621,Magdalena
Hombre,Urbano,47,Mayor,256315.2,12068.89,268384.1,0.0449687220666202,Sin pisos duraderos,5929,Magdalena
Hombre,Urbano,47,Mayor,262720.1,5663.937,268384.1,0.0211038470609846,Sin paredes duraderas,6463,Magdalena
Hombre,Urbano,47,Mayor,268311.5,72.592654,268384.1,0.000270480456927217,Sin electricidad,5395,Magdalena
Hombre,Urbano,47,Menor,42353.46,105315.1,147668.5,0.713185953673261,Sin internet,3790,Magdalena
Hombre,Urbano,47,Menor,61440.82,86227.72,147668.5,0.583927648753797,Hacinamiento,618,Magdalena
Hombre,Urbano,47,Menor,141463.4,6205.096,147668.5,0.0420204444414347,Sin pisos duraderos,5926,Magdalena
Hombre,Urbano,47,Menor,144891.7,2776.851,147668.5,0.0188046265791283,Sin paredes duraderas,6460,Magdalena
Hombre,Urbano,47,Menor,147652.4,16.188511,147668.5,0.000109627381601357,Sin electricidad,5392,Magdalena
Hombre,Urbano,50,Mayor,113994.1,110604.8,224598.8,0.492454990854804,Sin internet,3799,Meta
Hombre,Urbano,50,Mayor,197364.66,27234.16,224598.8,0.121256925682595,Hacinamiento,627,Meta
Hombre,Urbano,50,Mayor,222332,2266.794,224598.8,0.0100926362919125,Sin pisos duraderos,5935,Meta
Hombre,Urbano,50,Mayor,223137,1461.813,224598.8,0.00650855213830172,Sin paredes duraderas,6469,Meta
Hombre,Urbano,50,Mayor,224001.1,597.76266,224598.8,0.00266146862761511,Sin electricidad,5401,Meta
Hombre,Urbano,50,Menor,55872.01,56078.07,111950.1,0.500920231424536,Sin internet,3796,Meta
Hombre,Urbano,50,Menor,85769.44,26180.64,111950.1,0.233859907226523,Hacinamiento,624,Meta
Hombre,Urbano,50,Menor,110767,1183.113,111950.1,0.0105682174468804,Sin pisos duraderos,5932,Meta
Hombre,Urbano,50,Menor,110874.4,1075.705,111950.1,0.00960878998768201,Sin paredes duraderas,6466,Meta
Hombre,Urbano,50,Menor,111844.3,105.79168,111950.1,0.000944989598044129,Sin electricidad,5398,Meta
Hombre,Urbano,52,Mayor,127771.8,197880.2,325652,0.607643128247332,Sin internet,3805,Nariño
Hombre,Urbano,52,Mayor,279495.9,46156.08,325652,0.141734366747325,Hacinamiento,633,Nariño
Hombre,Urbano,52,Mayor,304926.65,20725.32,325652,0.0636425386609018,Sin paredes duraderas,6475,Nariño
Hombre,Urbano,52,Mayor,323039.4,2612.585,325652,0.00802262845000184,Sin pisos duraderos,5941,Nariño
Hombre,Urbano,52,Mayor,325354.1,297.8698,325652,0.000914687457777014,Sin electricidad,5407,Nariño
Hombre,Urbano,52,Menor,50021.01,91194.35,141215.4,0.645781904806416,Sin internet,3802,Nariño
Hombre,Urbano,52,Menor,99898.26,41317.1,141215.4,0.292582112149242,Hacinamiento,630,Nariño
Hombre,Urbano,52,Menor,133690.5,7524.865,141215.4,0.0532864333493373,Sin paredes duraderas,6472,Nariño
Hombre,Urbano,52,Menor,139890.5,1324.849,141215.4,0.00938176006299596,Sin pisos duraderos,5938,Nariño
Hombre,Urbano,52,Menor,141215.4,0,141215.4,0,Sin electricidad,5404,Nariño
Hombre,Urbano,54,Mayor,138514.3,212285.8,350800.1,0.605147489980761,Sin internet,3811,Norte de Santander
Hombre,Urbano,54,Mayor,275863.1,74936.96,350800.1,0.21361727091868,Hacinamiento,639,Norte de Santander
Hombre,Urbano,54,Mayor,330668.96,20131.102,350800.1,0.0573862493197693,Sin paredes duraderas,6481,Norte de Santander
Hombre,Urbano,54,Mayor,344830,5970.109,350800.1,0.017018549880687,Sin pisos duraderos,5947,Norte de Santander
Hombre,Urbano,54,Mayor,349979.8,820.3093,350800.1,0.00233839528552016,Sin electricidad,5413,Norte de Santander
Hombre,Urbano,54,Menor,60981.748,106947.8,167929.56,0.636861074369515,Sin internet,3808,Norte de Santander
Hombre,Urbano,54,Menor,104505.2,63424.33,167929.56,0.37768413137032,Hacinamiento,636,Norte de Santander
Hombre,Urbano,54,Menor,161151.9,6777.628,167929.56,0.0403599461583774,Sin paredes duraderas,6478,Norte de Santander
Hombre,Urbano,54,Menor,164055.5,3874.086,167929.56,0.0230697085134982,Sin pisos duraderos,5944,Norte de Santander
Hombre,Urbano,54,Menor,167594.6,334.98664,167929.56,0.00199480448826282,Sin electricidad,5410,Norte de Santander
Hombre,Urbano,63,Mayor,113608.4,111743.7,225352.1,0.495862696642277,Sin internet,3817,Quindio
Hombre,Urbano,63,Mayor,197742.6,27609.44,225352.1,0.122516896891575,Hacinamiento,645,Quindio
Hombre,Urbano,63,Mayor,210558.9,14793.19,225352.1,0.0656447843175191,Sin paredes duraderas,6487,Quindio
Hombre,Urbano,63,Mayor,224382.1,969.99255,225352.1,0.00430434218274425,Sin pisos duraderos,5953,Quindio
Hombre,Urbano,63,Mayor,224490.1,861.96577,225352.1,0.00382497331952975,Sin electricidad,5419,Quindio
Hombre,Urbano,63,Menor,53591.74,48074.73,101666.5,0.472866971913069,Sin internet,3814,Quindio
Hombre,Urbano,63,Menor,72785.72,28880.75,101666.5,0.284073416513798,Hacinamiento,642,Quindio
Hombre,Urbano,63,Menor,92631.16,9035.318,101666.5,0.0888721260198787,Sin paredes duraderas,6484,Quindio
Hombre,Urbano,63,Menor,101324.8,341.71067,101666.5,0.00336109406736732,Sin pisos duraderos,5950,Quindio
Hombre,Urbano,63,Menor,101545.8,120.67815,101666.5,0.00118700014262318,Sin electricidad,5416,Quindio
Hombre,Urbano,66,Mayor,157445.9,115447.1,272893,0.42304896058162,Sin internet,3823,Risaralda
Hombre,Urbano,66,Mayor,252272.6,20620.35,272893,0.0755620334709941,Hacinamiento,651,Risaralda
Hombre,Urbano,66,Mayor,267932.7,4960.245,272893,0.0181765197348411,Sin paredes duraderas,6493,Risaralda
Hombre,Urbano,66,Mayor,272708.2,184.84053,272893,0.000677337014873962,Sin pisos duraderos,5959,Risaralda
Hombre,Urbano,66,Mayor,272861.9,31.116165,272893,0.000114023316831139,Sin electricidad,5425,Risaralda
Hombre,Urbano,66,Menor,56865.406,49459.66,106325.1,0.465173886504692,Sin internet,3820,Risaralda
Hombre,Urbano,66,Menor,86891.97,19433.1,106325.1,0.182770578160754,Hacinamiento,648,Risaralda
Hombre,Urbano,66,Menor,104374,1951.032,106325.1,0.0183496841291473,Sin paredes duraderas,6490,Risaralda
Hombre,Urbano,66,Menor,106262.8,62.23233,106325.1,0.000585302341591967,Sin electricidad,5422,Risaralda
Hombre,Urbano,66,Menor,106274.6,50.505547,106325.1,0.000475010576054008,Sin pisos duraderos,5956,Risaralda
Hombre,Urbano,68,Mayor,339129.53,244124.1,583253.6,0.418555667723268,Sin internet,3829,Santander
Hombre,Urbano,68,Mayor,498164.5,85089.12,583253.6,0.145887003526425,Hacinamiento,657,Santander
Hombre,Urbano,68,Mayor,558893.2,24360.42,583253.6,0.0417664288741638,Sin paredes duraderas,6499,Santander
Hombre,Urbano,68,Mayor,578932.4,4321.185,583253.6,0.00740875838571764,Sin pisos duraderos,5965,Santander
Hombre,Urbano,68,Mayor,582989.6,263.97273,583253.6,0.000452586542114785,Sin electricidad,5431,Santander
Hombre,Urbano,68,Menor,131605.5,99191.78,230797.3,0.429778771242125,Sin internet,3826,Santander
Hombre,Urbano,68,Menor,174275.3,56521.97,230797.3,0.244898748815519,Hacinamiento,654,Santander
Hombre,Urbano,68,Menor,222152.6,8644.752,230797.3,0.037456036097476,Sin paredes duraderas,6496,Santander
Hombre,Urbano,68,Menor,227848.22,2949.088,230797.3,0.0127778271236275,Sin pisos duraderos,5962,Santander
Hombre,Urbano,68,Menor,230667.6,129.702919,230797.3,0.000561977627121288,Sin electricidad,5428,Santander
Hombre,Urbano,70,Mayor,64040.13,123822.8,187863,0.659112225398296,Sin internet,3835,Sucre
Hombre,Urbano,70,Mayor,129510.4,58352.62,187863,0.310612627286906,Hacinamiento,663,Sucre
Hombre,Urbano,70,Mayor,166313.8,21549.22,187863,0.114707100386984,Sin pisos duraderos,5971,Sucre
Hombre,Urbano,70,Mayor,173915.64,13947.34,187863,0.0742420806651656,Sin paredes duraderas,6505,Sucre
Hombre,Urbano,70,Mayor,187188.7,674.28404,187863,0.00358923279198139,Sin electricidad,5437,Sucre
Hombre,Urbano,70,Menor,32058.92,66794.61,98853.53,0.67569271426119,Sin internet,3832,Sucre
Hombre,Urbano,70,Menor,52232.7,46620.83,98853.53,0.471615227094065,Hacinamiento,660,Sucre
Hombre,Urbano,70,Menor,83240.99,15612.541,98853.53,0.157936100005736,Sin pisos duraderos,5968,Sucre
Hombre,Urbano,70,Menor,90125.17,8728.3555,98853.53,0.0882958403205227,Sin paredes duraderas,6502,Sucre
Hombre,Urbano,70,Menor,98817.59,35.940648,98853.53,0.000363574755499374,Sin electricidad,5434,Sucre
Hombre,Urbano,73,Mayor,152392.4,164695.9,317088.3,0.519400747362801,Sin internet,3841,Tolima
Hombre,Urbano,73,Mayor,263086.6,54001.64,317088.3,0.170304738459287,Hacinamiento,669,Tolima
Hombre,Urbano,73,Mayor,304989.4,12098.9,317088.3,0.0381562485906922,Sin paredes duraderas,6511,Tolima
Hombre,Urbano,73,Mayor,312448.2,4640.037,317088.3,0.0146332646143046,Sin pisos duraderos,5977,Tolima
Hombre,Urbano,73,Mayor,316665.6,422.70006,317088.3,0.00133306735064018,Sin electricidad,5443,Tolima
Hombre,Urbano,73,Menor,68345.28,93138.31,161483.6,0.576766371321917,Sin internet,3838,Tolima
Hombre,Urbano,73,Menor,109775.6,51708.03,161483.6,0.320206076654224,Hacinamiento,666,Tolima
Hombre,Urbano,73,Menor,153511.9,7971.737,161483.6,0.0493656135979133,Sin paredes duraderas,6508,Tolima
Hombre,Urbano,73,Menor,158922.9,2560.662,161483.6,0.0158571025169119,Sin pisos duraderos,5974,Tolima
Hombre,Urbano,73,Menor,161366.9,116.72289,161483.6,0.000722815753426354,Sin electricidad,5440,Tolima
Hombre,Urbano,76,Mayor,792815.5,458260.2,1251075.7,0.366292942945019,Sin internet,3847,Valle del Cauca
Hombre,Urbano,76,Mayor,1121753.6,129322.1,1251075.7,0.103368725010005,Hacinamiento,675,Valle del Cauca
Hombre,Urbano,76,Mayor,1235212.6,15863.19,1251075.7,0.0126796404086499,Sin paredes duraderas,6517,Valle del Cauca
Hombre,Urbano,76,Mayor,1247393.9,3681.88,1251075.7,0.002942971396535,Sin pisos duraderos,5983,Valle del Cauca
Hombre,Urbano,76,Mayor,1249484.2,1591.575,1251075.7,0.00127216522549355,Sin electricidad,5449,Valle del Cauca
Hombre,Urbano,76,Menor,311300.9,219473.1,530774,0.413496328004009,Sin internet,3844,Valle del Cauca
Hombre,Urbano,76,Menor,397163,133611,530774,0.251728607655989,Hacinamiento,672,Valle del Cauca
Hombre,Urbano,76,Menor,521787.4,8986.609,530774,0.0169311401839578,Sin paredes duraderas,6514,Valle del Cauca
Hombre,Urbano,76,Menor,527632.1,3141.904,530774,0.00591947608586705,Sin pisos duraderos,5980,Valle del Cauca
Hombre,Urbano,76,Menor,529879.9,894.1562,530774,0.0016846269787141,Sin electricidad,5446,Valle del Cauca
Mujer,Rural,5,Mayor,53843.39,289677.9,343521.3,0.843260374247536,Sin internet,4116,Antioquia
Mujer,Rural,5,Mayor,243847.6,99673.67,343521.3,0.290152808574024,Hacinamiento,944,Antioquia
Mujer,Rural,5,Mayor,305419.6,38101.68,343521.3,0.11091504369598,Sin pisos duraderos,6252,Antioquia
Mujer,Rural,5,Mayor,326360,17161.33,343521.3,0.0499571060076915,Sin paredes duraderas,6786,Antioquia
Mujer,Rural,5,Mayor,341155,2366.252,343521.3,0.00688822498051795,Sin electricidad,5718,Antioquia
Mujer,Rural,5,Menor,22486.97,161589.2,184076.1,0.877839111106765,Sin internet,4114,Antioquia
