Hoja1_Sexo,Hoja1_Zona,Hoja1_Departamento,Hoja1_Etario,Hoja1_Grupo,Hoja1_No_carente,Hoja1_Valor,Hoja1_Total,Hoja1_Sector,Hoja1_Proporción,Hoja1_Variable,Hoja1_ID,Hoja1_Nombre_dpto
Hombre,Urbano,8,Mayor,Colombiana,730015.7,8047.315,738063,Multisector,0.0109032900985417,Sin pisos duraderos,5852,Atlántico
Hombre,Urbano,8,Mayor,Colombiana,736392.5,1670.559,738063,Multisector,0.00226343686108096,Sin paredes duraderas,6386,Atlántico
Hombre,Urbano,8,Mayor,Colombiana,737923.19,139.82316,738063,Multisector,0.000189446104194357,Sin electricidad,5318,Atlántico
Hombre,Urbano,8,Mayor,Retornada,5336.63,11271.94,16608.57,Multisector,0.678682150239304,Sin trabajo,3717,Atlántico
Hombre,Urbano,8,Mayor,Retornada,8587.054,8021.519,16608.57,Multisector,0.482974693185506,Hacinamiento,545,Atlántico
Hombre,Urbano,8,Mayor,Retornada,16204.97,403.60592,16608.57,Multisector,0.0243010638483626,Sin pisos duraderos,5853,Atlántico
Hombre,Urbano,8,Mayor,Retornada,16608.57,0,16608.57,Multisector,0,Sin electricidad,5319,Atlántico
Hombre,Urbano,8,Mayor,Retornada,16608.57,0,16608.57,Multisector,0,Sin paredes duraderas,6387,Atlántico
Hombre,Urbano,8,Mayor,Venezolana,11121.446,29319.08,40440.52,Multisector,0.724992655880785,Sin trabajo,3718,Atlántico
Hombre,Urbano,8,Mayor,Venezolana,17593.06,22847.47,40440.52,Multisector,0.564964792737581,Hacinamiento,546,Atlántico
Hombre,Urbano,8,Mayor,Venezolana,39820.71,619.81684,40440.52,Multisector,0.0153266288366223,Sin pisos duraderos,5854,Atlántico
Hombre,Urbano,8,Mayor,Venezolana,40385.22,55.306835,40440.52,Multisector,0.00136760939275756,Sin paredes duraderas,6388,Atlántico
Hombre,Urbano,8,Mayor,Venezolana,40440.52,0,40440.52,Multisector,0,Sin electricidad,5320,Atlántico
Hombre,Urbano,8,Menor,Colombiana,146529.5,183568,330097.52,Multisector,0.556102330002358,Sin trabajo,3713,Atlántico
Hombre,Urbano,8,Menor,Colombiana,180056.2,150041.3,330097.52,Multisector,0.454536283701859,Hacinamiento,541,Atlántico
Hombre,Urbano,8,Menor,Colombiana,323623,6474.473,330097.52,Multisector,0.0196138189708302,Sin pisos duraderos,5849,Atlántico
Hombre,Urbano,8,Menor,Colombiana,329081.5,1016.048,330097.52,Multisector,0.00307802373068419,Sin paredes duraderas,6383,Atlántico
Hombre,Urbano,8,Menor,Colombiana,330049.9,47.6505928,330097.52,Multisector,0.000144353077236085,Sin electricidad,5315,Atlántico
Hombre,Urbano,8,Menor,Retornada,360.95881,1464.302,1825.261,Multisector,0.802242528602759,Sin trabajo,3714,Atlántico
Hombre,Urbano,8,Menor,Retornada,964.45589,860.80489,1825.261,Multisector,0.471606466143746,Hacinamiento,542,Atlántico
Hombre,Urbano,8,Menor,Retornada,1825.261,0,1825.261,Multisector,0,Sin electricidad,5316,Atlántico
Hombre,Urbano,8,Menor,Retornada,1825.261,0,1825.261,Multisector,0,Sin paredes duraderas,6384,Atlántico
Hombre,Urbano,8,Menor,Retornada,1825.261,0,1825.261,Multisector,0,Sin pisos duraderos,5850,Atlántico
Hombre,Urbano,8,Menor,Venezolana,8122.848,24008.33,32131.18,Multisector,0.747197270688472,Sin trabajo,3715,Atlántico
Hombre,Urbano,8,Menor,Venezolana,9029.855,23101.32,32131.18,Multisector,0.71896892675588,Hacinamiento,543,Atlántico
Hombre,Urbano,8,Menor,Venezolana,31455.262,675.91759,32131.18,Multisector,0.0210361894583392,Sin pisos duraderos,5851,Atlántico
Hombre,Urbano,8,Menor,Venezolana,32020.57,110.61367,32131.18,Multisector,0.00344256482332737,Sin paredes duraderas,6385,Atlántico
Hombre,Urbano,8,Menor,Venezolana,32131.18,0,32131.18,Multisector,0,Sin electricidad,5317,Atlántico
Hombre,Urbano,11,Mayor,Colombiana,1931709.3,826910.4,2758619.7,Multisector,0.299755127537152,Sin trabajo,3722,"Bogotá, D.C."
Hombre,Urbano,11,Mayor,Colombiana,2452750.4,305869.3,2758619.7,Multisector,0.110877661027361,Hacinamiento,550,"Bogotá, D.C."
Hombre,Urbano,11,Mayor,Colombiana,2749593.2,9026.519,2758619.7,Multisector,0.00327211431137101,Sin pisos duraderos,5858,"Bogotá, D.C."
Hombre,Urbano,11,Mayor,Colombiana,2752095.1,6524.628,2758619.7,Multisector,0.00236517849850779,Sin paredes duraderas,6392,"Bogotá, D.C."
Hombre,Urbano,11,Mayor,Colombiana,2758619.7,0,2758619.7,Multisector,0,Sin electricidad,5324,"Bogotá, D.C."
Hombre,Urbano,11,Mayor,Retornada,11782.96,8691.734,20474.7,Multisector,0.424510933005123,Sin trabajo,3723,"Bogotá, D.C."
Hombre,Urbano,11,Mayor,Retornada,12037.015,8437.683,20474.7,Multisector,0.412102887954402,Hacinamiento,551,"Bogotá, D.C."
Hombre,Urbano,11,Mayor,Retornada,20474.7,0,20474.7,Multisector,0,Sin electricidad,5325,"Bogotá, D.C."
Hombre,Urbano,11,Mayor,Retornada,20474.7,0,20474.7,Multisector,0,Sin paredes duraderas,6393,"Bogotá, D.C."
Hombre,Urbano,11,Mayor,Retornada,20474.7,0,20474.7,Multisector,0,Sin pisos duraderos,5859,"Bogotá, D.C."
Hombre,Urbano,11,Mayor,Venezolana,67411.32,68880.79,136292.1,Multisector,0.505390921410705,Sin trabajo,3724,"Bogotá, D.C."
Hombre,Urbano,11,Mayor,Venezolana,75246.07,61046.05,136292.1,Multisector,0.447906004823464,Hacinamiento,552,"Bogotá, D.C."
Hombre,Urbano,11,Mayor,Venezolana,136292.1,0,136292.1,Multisector,0,Sin electricidad,5326,"Bogotá, D.C."
Hombre,Urbano,11,Mayor,Venezolana,136292.1,0,136292.1,Multisector,0,Sin paredes duraderas,6394,"Bogotá, D.C."
Hombre,Urbano,11,Mayor,Venezolana,136292.1,0,136292.1,Multisector,0,Sin pisos duraderos,5860,"Bogotá, D.C."
Hombre,Urbano,11,Menor,Colombiana,658483.6,367824,1026307.6,Multisector,0.358395475196715,Sin trabajo,3719,"Bogotá, D.C."
Hombre,Urbano,11,Menor,Colombiana,757033.6,269274,1026307.6,Multisector,0.262371632052613,Hacinamiento,547,"Bogotá, D.C."
Hombre,Urbano,11,Menor,Colombiana,1018507.6,7800.011,1026307.6,Multisector,0.00760007136262072,Sin pisos duraderos,5855,"Bogotá, D.C."
Hombre,Urbano,11,Menor,Colombiana,1023041,3266.595,1026307.6,Multisector,0.0031828615514491,Sin paredes duraderas,6389,"Bogotá, D.C."
Hombre,Urbano,11,Menor,Colombiana,1026307.6,0,1026307.6,Multisector,0,Sin electricidad,5321,"Bogotá, D.C."
Hombre,Urbano,11,Menor,Retornada,895.14359,1144.014,2039.158,Multisector,0.561022735854701,Hacinamiento,548,"Bogotá, D.C."
Hombre,Urbano,11,Menor,Retornada,1736.541,302.61676,2039.158,Multisector,0.148402801548482,Sin trabajo,3720,"Bogotá, D.C."
Hombre,Urbano,11,Menor,Retornada,2039.158,0,2039.158,Multisector,0,Sin electricidad,5322,"Bogotá, D.C."
Hombre,Urbano,11,Menor,Retornada,2039.158,0,2039.158,Multisector,0,Sin paredes duraderas,6390,"Bogotá, D.C."
Hombre,Urbano,11,Menor,Retornada,2039.158,0,2039.158,Multisector,0,Sin pisos duraderos,5856,"Bogotá, D.C."
Hombre,Urbano,11,Menor,Venezolana,18329.85,43262.15,61592,Multisector,0.702398850500065,Hacinamiento,549,"Bogotá, D.C."
Hombre,Urbano,11,Menor,Venezolana,28327.57,33264.423,61592,Multisector,0.540077006754124,Sin trabajo,3721,"Bogotá, D.C."
Hombre,Urbano,11,Menor,Venezolana,61592,0,61592,Multisector,0,Sin electricidad,5323,"Bogotá, D.C."
Hombre,Urbano,11,Menor,Venezolana,61592,0,61592,Multisector,0,Sin paredes duraderas,6391,"Bogotá, D.C."
Hombre,Urbano,11,Menor,Venezolana,61592,0,61592,Multisector,0,Sin pisos duraderos,5857,"Bogotá, D.C."
Hombre,Urbano,13,Mayor,Colombiana,174092.4,350185,524277.4,Multisector,0.667938385289925,Sin trabajo,3728,Bolívar
Hombre,Urbano,13,Mayor,Colombiana,362639.9,161637.5,524277.4,Multisector,0.308305297920528,Hacinamiento,556,Bolívar
Hombre,Urbano,13,Mayor,Colombiana,489791.6,34485.81,524277.4,Multisector,0.065777792443466,Sin pisos duraderos,5864,Bolívar
Hombre,Urbano,13,Mayor,Colombiana,515498,8779.3566,524277.4,Multisector,0.0167456323694289,Sin paredes duraderas,6398,Bolívar
Hombre,Urbano,13,Mayor,Colombiana,523610.4,666.96519,524277.4,Multisector,0.00127216086369544,Sin electricidad,5330,Bolívar
Hombre,Urbano,13,Mayor,Retornada,696.76031,7904.602,8601.362,Multisector,0.918994224403066,Sin trabajo,3729,Bolívar
Hombre,Urbano,13,Mayor,Retornada,3479.47,5121.892,8601.362,Multisector,0.595474530661539,Hacinamiento,557,Bolívar
Hombre,Urbano,13,Mayor,Retornada,7878.503,722.85887,8601.362,Multisector,0.0840400473785431,Sin pisos duraderos,5865,Bolívar
Hombre,Urbano,13,Mayor,Retornada,8468.169,133.19336,8601.362,Multisector,0.0154851475847662,Sin paredes duraderas,6399,Bolívar
Hombre,Urbano,13,Mayor,Retornada,8601.362,0,8601.362,Multisector,0,Sin electricidad,5331,Bolívar
Hombre,Urbano,13,Mayor,Venezolana,2583.298,16740.12,19323.42,Multisector,0.866312485056993,Sin trabajo,3730,Bolívar
Hombre,Urbano,13,Mayor,Venezolana,8755.466,10567.95,19323.42,Multisector,0.546898530384373,Hacinamiento,558,Bolívar
Hombre,Urbano,13,Mayor,Venezolana,18827.8,495.6213,19323.42,Multisector,0.0256487360933003,Sin pisos duraderos,5866,Bolívar
Hombre,Urbano,13,Mayor,Venezolana,18962.04,361.37772,19323.42,Multisector,0.0187015404105484,Sin paredes duraderas,6400,Bolívar
Hombre,Urbano,13,Mayor,Venezolana,19323.42,0,19323.42,Multisector,0,Sin electricidad,5332,Bolívar
Hombre,Urbano,13,Menor,Colombiana,68232.83,204579.5,272812.3,Multisector,0.749891042302711,Sin trabajo,3725,Bolívar
Hombre,Urbano,13,Menor,Colombiana,133258,139554.3,272812.3,Multisector,0.511539618998117,Hacinamiento,553,Bolívar
Hombre,Urbano,13,Menor,Colombiana,244612.1,28200.18,272812.3,Multisector,0.103368433168153,Sin pisos duraderos,5861,Bolívar
Hombre,Urbano,13,Menor,Colombiana,267732.88,5079.411,272812.3,Multisector,0.0186187023092434,Sin paredes duraderas,6395,Bolívar
Hombre,Urbano,13,Menor,Colombiana,272747.4,64.855415,272812.3,Multisector,0.000237729072332882,Sin electricidad,5327,Bolívar
Hombre,Urbano,13,Menor,Retornada,0,695.8371,695.8371,Multisector,1,Sin trabajo,3726,Bolívar
Hombre,Urbano,13,Menor,Retornada,119.63499,576.202116,695.8371,Multisector,0.828070414756557,Hacinamiento,554,Bolívar
Hombre,Urbano,13,Menor,Retornada,695.8371,0,695.8371,Multisector,0,Sin electricidad,5328,Bolívar
Hombre,Urbano,13,Menor,Retornada,695.8371,0,695.8371,Multisector,0,Sin paredes duraderas,6396,Bolívar
Hombre,Urbano,13,Menor,Retornada,695.8371,0,695.8371,Multisector,0,Sin pisos duraderos,5862,Bolívar
Hombre,Urbano,13,Menor,Venezolana,1243.744,18023.5,19267.24,Multisector,0.935447941687548,Sin trabajo,3727,Bolívar
Hombre,Urbano,13,Menor,Venezolana,7217.755,12049.49,19267.24,Multisector,0.625387445217893,Hacinamiento,555,Bolívar
Hombre,Urbano,13,Menor,Venezolana,17885.17,1382.0705,19267.24,Multisector,0.0717316284013694,Sin pisos duraderos,5863,Bolívar
Hombre,Urbano,13,Menor,Venezolana,19183.63,83.6149826,19267.24,Multisector,0.00433974884830417,Sin paredes duraderas,6397,Bolívar
Hombre,Urbano,13,Menor,Venezolana,19267.24,0,19267.24,Multisector,0,Sin electricidad,5329,Bolívar
Hombre,Urbano,15,Mayor,Colombiana,130587.46,154505.2,285092.7,Multisector,0.541947233303413,Sin trabajo,3734,Boyacá
Hombre,Urbano,15,Mayor,Colombiana,256974.5,28118.15,285092.7,Multisector,0.0986280953528449,Hacinamiento,562,Boyacá
Hombre,Urbano,15,Mayor,Colombiana,280493.8,4598.882,285092.7,Multisector,0.0161311811912406,Sin paredes duraderas,6404,Boyacá
Hombre,Urbano,15,Mayor,Colombiana,284260.02,832.64575,285092.7,Multisector,0.00292061406693332,Sin pisos duraderos,5870,Boyacá
Hombre,Urbano,15,Mayor,Colombiana,284355.9,736.74906,285092.7,Multisector,0.00258424386173339,Sin electricidad,5336,Boyacá
Hombre,Urbano,15,Mayor,Retornada,184.924077,334.22874,519.15282,Multisector,0.643796445139217,Hacinamiento,563,Boyacá
Hombre,Urbano,15,Mayor,Retornada,367.48026,151.67256,519.15282,Multisector,0.292153975008746,Sin trabajo,3735,Boyacá
Hombre,Urbano,15,Mayor,Retornada,519.15282,0,519.15282,Multisector,0,Sin electricidad,5337,Boyacá
Hombre,Urbano,15,Mayor,Retornada,519.15282,0,519.15282,Multisector,0,Sin paredes duraderas,6405,Boyacá
Hombre,Urbano,15,Mayor,Retornada,519.15282,0,519.15282,Multisector,0,Sin pisos duraderos,5871,Boyacá
Hombre,Urbano,15,Mayor,Venezolana,2565.7327,5988.867,8554.6,Multisector,0.700075631823814,Sin trabajo,3736,Boyacá
Hombre,Urbano,15,Mayor,Venezolana,3091.3647,5463.235,8554.6,Multisector,0.638631262712459,Hacinamiento,564,Boyacá
Hombre,Urbano,15,Mayor,Venezolana,8475.361,79.238897,8554.6,Multisector,0.00926272379772286,Sin pisos duraderos,5872,Boyacá
Hombre,Urbano,15,Mayor,Venezolana,8554.6,0,8554.6,Multisector,0,Sin electricidad,5338,Boyacá
Hombre,Urbano,15,Mayor,Venezolana,8554.6,0,8554.6,Multisector,0,Sin paredes duraderas,6406,Boyacá
Hombre,Urbano,15,Menor,Colombiana,54546.51,79018.05,133564.6,Multisector,0.591609228792659,Sin trabajo,3731,Boyacá
Hombre,Urbano,15,Menor,Colombiana,108121.2,25443.39,133564.6,Multisector,0.190495011402722,Hacinamiento,559,Boyacá
Hombre,Urbano,15,Menor,Colombiana,132392.8,1171.716,133564.6,Multisector,0.00877265383192852,Sin paredes duraderas,6401,Boyacá
Hombre,Urbano,15,Menor,Colombiana,133529.61,34.943408,133564.6,Multisector,0.000261621777027745,Sin pisos duraderos,5867,Boyacá
Hombre,Urbano,15,Menor,Colombiana,133554.8,9.7988329,133564.6,Multisector,7.33639968973815E-05,Sin electricidad,5333,Boyacá
Hombre,Urbano,15,Menor,Retornada,8.603466,9.9622583,18.565724,Multisector,0.53659411827947,Sin trabajo,3732,Boyacá
Hombre,Urbano,15,Menor,Retornada,18.565724,0,18.565724,Multisector,0,Hacinamiento,560,Boyacá
Hombre,Urbano,15,Menor,Retornada,18.565724,0,18.565724,Multisector,0,Sin electricidad,5334,Boyacá
Hombre,Urbano,15,Menor,Retornada,18.565724,0,18.565724,Multisector,0,Sin paredes duraderas,6402,Boyacá
Hombre,Urbano,15,Menor,Retornada,18.565724,0,18.565724,Multisector,0,Sin pisos duraderos,5868,Boyacá
Hombre,Urbano,15,Menor,Venezolana,1455.928,5298.173,6754.101,Multisector,0.784437928896829,Hacinamiento,561,Boyacá
Hombre,Urbano,15,Menor,Venezolana,2605.56,4148.541,6754.101,Multisector,0.614225490557515,Sin trabajo,3733,Boyacá
Hombre,Urbano,15,Menor,Venezolana,6754.101,0,6754.101,Multisector,0,Sin electricidad,5335,Boyacá
Hombre,Urbano,15,Menor,Venezolana,6754.101,0,6754.101,Multisector,0,Sin paredes duraderas,6403,Boyacá
Hombre,Urbano,15,Menor,Venezolana,6754.101,0,6754.101,Multisector,0,Sin pisos duraderos,5869,Boyacá
Hombre,Urbano,17,Mayor,Colombiana,145813,110901.5,256714.5,Multisector,0.432003256535957,Sin trabajo,3740,Caldas
Hombre,Urbano,17,Mayor,Colombiana,226999,29715.468,256714.5,Multisector,0.115752978503357,Hacinamiento,568,Caldas
Hombre,Urbano,17,Mayor,Colombiana,234383.1,22331.39,256714.5,Multisector,0.0869892039600412,Sin paredes duraderas,6410,Caldas
Hombre,Urbano,17,Mayor,Colombiana,256461.4,253.0961,256714.5,Multisector,0.000985904964464415,Sin electricidad,5342,Caldas
Hombre,Urbano,17,Mayor,Colombiana,256535.39,179.11542,256714.5,Multisector,0.00069772225565755,Sin pisos duraderos,5876,Caldas
Hombre,Urbano,17,Mayor,Retornada,160.93561,178.663476,339.59909,Multisector,0.526101162402997,Sin trabajo,3741,Caldas
Hombre,Urbano,17,Mayor,Retornada,234.52824,105.07085,339.59909,Multisector,0.309396736015989,Hacinamiento,569,Caldas
Hombre,Urbano,17,Mayor,Retornada,280.39246,59.206635,339.59909,Multisector,0.174342737490845,Sin paredes duraderas,6411,Caldas
Hombre,Urbano,17,Mayor,Retornada,339.59909,0,339.59909,Multisector,0,Sin electricidad,5343,Caldas
Hombre,Urbano,17,Mayor,Retornada,339.59909,0,339.59909,Multisector,0,Sin pisos duraderos,5877,Caldas
Hombre,Urbano,17,Mayor,Venezolana,1532.228,2154.656,3686.8841,Multisector,0.584411102046848,Hacinamiento,570,Caldas
Hombre,Urbano,17,Mayor,Venezolana,2274.624,1412.26,3686.8841,Multisector,0.383049741107945,Sin trabajo,3742,Caldas
Hombre,Urbano,17,Mayor,Venezolana,3271.377,415.50703,3686.8841,Multisector,0.112698695898794,Sin paredes duraderas,6412,Caldas
Hombre,Urbano,17,Mayor,Venezolana,3686.8841,0,3686.8841,Multisector,0,Sin electricidad,5344,Caldas
Hombre,Urbano,17,Mayor,Venezolana,3686.8841,0,3686.8841,Multisector,0,Sin pisos duraderos,5878,Caldas
Hombre,Urbano,17,Menor,Colombiana,53474.16,52439.42,105913.6,Multisector,0.495115074928999,Sin trabajo,3737,Caldas
Hombre,Urbano,17,Menor,Colombiana,80668.16,25245.42,105913.6,Multisector,0.238358624388181,Hacinamiento,565,Caldas
Hombre,Urbano,17,Menor,Colombiana,97675.393,8238.184,105913.6,Multisector,0.0777821167442141,Sin paredes duraderas,6407,Caldas
Hombre,Urbano,17,Menor,Colombiana,105776.6,136.98536,105913.6,Multisector,0.00129336893467883,Sin pisos duraderos,5873,Caldas
Hombre,Urbano,17,Menor,Colombiana,105913.6,0,105913.6,Multisector,0,Sin electricidad,5339,Caldas
Hombre,Urbano,17,Menor,Retornada,217.813364,22.1384449,239.95181,Multisector,0.0922620458666263,Hacinamiento,566,Caldas
Hombre,Urbano,17,Menor,Retornada,239.95181,0,239.95181,Multisector,0,Sin electricidad,5340,Caldas
Hombre,Urbano,17,Menor,Retornada,239.95181,0,239.95181,Multisector,0,Sin paredes duraderas,6408,Caldas
Hombre,Urbano,17,Menor,Retornada,239.95181,0,239.95181,Multisector,0,Sin pisos duraderos,5874,Caldas
Hombre,Urbano,17,Menor,Retornada,239.95181,0,239.95181,Multisector,0,Sin trabajo,3738,Caldas
Hombre,Urbano,17,Menor,Venezolana,355.532177,924.69383,1280.226,Multisector,0.722289525443164,Hacinamiento,567,Caldas
Hombre,Urbano,17,Menor,Venezolana,620.643693,659.58232,1280.226,Multisector,0.515207721136737,Sin trabajo,3739,Caldas
Hombre,Urbano,17,Menor,Venezolana,1126.781,153.44538,1280.226,Multisector,0.119858040689691,Sin paredes duraderas,6409,Caldas
Hombre,Urbano,17,Menor,Venezolana,1280.226,0,1280.226,Multisector,0,Sin electricidad,5341,Caldas
Hombre,Urbano,17,Menor,Venezolana,1280.226,0,1280.226,Multisector,0,Sin pisos duraderos,5875,Caldas
Hombre,Urbano,18,Mayor,Colombiana,41985.65,69023.7,111009.4,Multisector,0.621782479681901,Sin trabajo,3745,Caquetá
Hombre,Urbano,18,Mayor,Colombiana,87720.05,23289.31,111009.4,Multisector,0.20979583710929,Hacinamiento,573,Caquetá
Hombre,Urbano,18,Mayor,Colombiana,109306.11,1703.249,111009.4,Multisector,0.015343286244228,Sin pisos duraderos,5881,Caquetá
Hombre,Urbano,18,Mayor,Colombiana,110369.5,639.858902,111009.4,Multisector,0.00576400648954052,Sin electricidad,5347,Caquetá
Hombre,Urbano,18,Mayor,Colombiana,110913.7,95.687376,111009.4,Multisector,0.000861975436314402,Sin paredes duraderas,6415,Caquetá
Hombre,Urbano,18,Mayor,Retornada,32.347561,344.93623,377.28379,Multisector,0.914261993604337,Sin trabajo,3746,Caquetá
Hombre,Urbano,18,Mayor,Retornada,234.88908,142.39471,377.28379,Multisector,0.377420694379687,Hacinamiento,574,Caquetá
Hombre,Urbano,18,Mayor,Retornada,377.28379,0,377.28379,Multisector,0,Sin electricidad,5348,Caquetá
Hombre,Urbano,18,Mayor,Retornada,377.28379,0,377.28379,Multisector,0,Sin paredes duraderas,6416,Caquetá
Hombre,Urbano,18,Mayor,Retornada,377.28379,0,377.28379,Multisector,0,Sin pisos duraderos,5882,Caquetá
Hombre,Urbano,18,Mayor,Venezolana,151.46639,261.26602,412.73241,Multisector,0.633015517245181,Sin trabajo,3747,Caquetá
Hombre,Urbano,18,Mayor,Venezolana,221.49169,191.24072,412.73241,Multisector,0.46335280527158,Hacinamiento,575,Caquetá
Hombre,Urbano,18,Mayor,Venezolana,412.73241,0,412.73241,Multisector,0,Sin electricidad,5349,Caquetá
Hombre,Urbano,18,Mayor,Venezolana,412.73241,0,412.73241,Multisector,0,Sin paredes duraderas,6417,Caquetá
Hombre,Urbano,18,Mayor,Venezolana,412.73241,0,412.73241,Multisector,0,Sin pisos duraderos,5883,Caquetá
Hombre,Urbano,18,Menor,Colombiana,24641.6,45013.131,69654.73,Multisector,0.646232222851198,Sin trabajo,3743,Caquetá
Hombre,Urbano,18,Menor,Colombiana,46503.04,23151.69,69654.73,Multisector,0.332377858617785,Hacinamiento,571,Caquetá
Hombre,Urbano,18,Menor,Colombiana,68648.69,1006.048,69654.73,Multisector,0.0144433551030921,Sin pisos duraderos,5879,Caquetá
Hombre,Urbano,18,Menor,Colombiana,69582.77,71.962806,69654.73,Multisector,0.00103313595501698,Sin electricidad,5345,Caquetá
Hombre,Urbano,18,Menor,Colombiana,69624.7,30.035868,69654.73,Multisector,0.000431210744769235,Sin paredes duraderas,6413,Caquetá
Hombre,Urbano,18,Menor,Venezolana,100.914681,821.55551,922.47019,Multisector,0.890603857887267,Sin trabajo,3744,Caquetá
Hombre,Urbano,18,Menor,Venezolana,396.68048,525.789712,922.47019,Multisector,0.569980165971542,Hacinamiento,572,Caquetá
Hombre,Urbano,18,Menor,Venezolana,922.47019,0,922.47019,Multisector,0,Sin electricidad,5346,Caquetá
Hombre,Urbano,18,Menor,Venezolana,922.47019,0,922.47019,Multisector,0,Sin paredes duraderas,6414,Caquetá
Hombre,Urbano,18,Menor,Venezolana,922.47019,0,922.47019,Multisector,0,Sin pisos duraderos,5880,Caquetá
Hombre,Urbano,19,Mayor,Colombiana,97345.37,136441.2,233786.62,Multisector,0.58361423763259,Sin trabajo,3751,Cauca
Hombre,Urbano,19,Mayor,Colombiana,196578.6,37208.06,233786.62,Multisector,0.159153932761422,Hacinamiento,579,Cauca
Hombre,Urbano,19,Mayor,Colombiana,213944.4,19842.19,233786.62,Multisector,0.0848730778519318,Sin paredes duraderas,6421,Cauca
Hombre,Urbano,19,Mayor,Colombiana,230645.75,3140.869,233786.62,Multisector,0.0134347679948493,Sin pisos duraderos,5887,Cauca
Hombre,Urbano,19,Mayor,Colombiana,232671.8,1114.8364,233786.62,Multisector,0.00476860651820023,Sin electricidad,5353,Cauca
Hombre,Urbano,19,Mayor,Retornada,58.695416,157.46392,216.15934,Multisector,0.728462253817022,Sin trabajo,3752,Cauca
Hombre,Urbano,19,Mayor,Retornada,184.29135,31.867988,216.15934,Multisector,0.147428225863384,Hacinamiento,580,Cauca
Hombre,Urbano,19,Mayor,Retornada,216.15934,0,216.15934,Multisector,0,Sin electricidad,5354,Cauca
Hombre,Urbano,19,Mayor,Retornada,216.15934,0,216.15934,Multisector,0,Sin paredes duraderas,6422,Cauca
Hombre,Urbano,19,Mayor,Retornada,216.15934,0,216.15934,Multisector,0,Sin pisos duraderos,5888,Cauca
Hombre,Urbano,19,Mayor,Venezolana,2480.727,4535.357,7016.084,Multisector,0.646422847845037,Sin trabajo,3753,Cauca
Hombre,Urbano,19,Mayor,Venezolana,3097.702,3918.382,7016.084,Multisector,0.558485616762855,Hacinamiento,581,Cauca
Hombre,Urbano,19,Mayor,Venezolana,6935.381,80.702791,7016.084,Multisector,0.0115025405910192,Sin pisos duraderos,5889,Cauca
Hombre,Urbano,19,Mayor,Venezolana,7016.084,0,7016.084,Multisector,0,Sin electricidad,5355,Cauca
Hombre,Urbano,19,Mayor,Venezolana,7016.084,0,7016.084,Multisector,0,Sin paredes duraderas,6423,Cauca
Hombre,Urbano,19,Menor,Colombiana,37352.18,74108.788,111460.97,Multisector,0.664885546931809,Sin trabajo,3748,Cauca
Hombre,Urbano,19,Menor,Colombiana,76287.22,35173.75,111460.97,Multisector,0.315570104943461,Hacinamiento,576,Cauca
Hombre,Urbano,19,Menor,Colombiana,101884.6,9576.37,111460.97,Multisector,0.0859168011905872,Sin paredes duraderas,6418,Cauca
Hombre,Urbano,19,Menor,Colombiana,110110.2,1350.729,111460.97,Multisector,0.0121184034196006,Sin pisos duraderos,5884,Cauca
Hombre,Urbano,19,Menor,Colombiana,111460.97,0,111460.97,Multisector,0,Sin electricidad,5350,Cauca
Hombre,Urbano,19,Menor,Retornada,10.280002,111.15136,121.43136,Multisector,0.915343120590925,Hacinamiento,577,Cauca
Hombre,Urbano,19,Menor,Retornada,10.280002,111.15136,121.43136,Multisector,0.915343120590925,Sin trabajo,3749,Cauca
Hombre,Urbano,19,Menor,Retornada,121.43136,0,121.43136,Multisector,0,Sin electricidad,5351,Cauca
Hombre,Urbano,19,Menor,Retornada,121.43136,0,121.43136,Multisector,0,Sin paredes duraderas,6419,Cauca
Hombre,Urbano,19,Menor,Retornada,121.43136,0,121.43136,Multisector,0,Sin pisos duraderos,5885,Cauca
Hombre,Urbano,19,Menor,Venezolana,885.74233,4293.074,5178.816,Multisector,0.828968242934292,Sin trabajo,3750,Cauca
Hombre,Urbano,19,Menor,Venezolana,2907.531,2271.285,5178.816,Multisector,0.438572252808364,Hacinamiento,578,Cauca
Hombre,Urbano,19,Menor,Venezolana,5166.114,12.70177,5178.816,Multisector,0.00245263975395148,Sin pisos duraderos,5886,Cauca
Hombre,Urbano,19,Menor,Venezolana,5178.816,0,5178.816,Multisector,0,Sin electricidad,5352,Cauca
Hombre,Urbano,19,Menor,Venezolana,5178.816,0,5178.816,Multisector,0,Sin paredes duraderas,6420,Cauca
Hombre,Urbano,20,Mayor,Colombiana,87424.52,155188.7,242613.2,Multisector,0.639654808559468,Sin trabajo,3757,Cesar
Hombre,Urbano,20,Mayor,Colombiana,158483.33,84129.85,242613.2,Multisector,0.346765345001838,Hacinamiento,585,Cesar
Hombre,Urbano,20,Mayor,Colombiana,232734,9879.219,242613.2,Multisector,0.0407200391404919,Sin pisos duraderos,5893,Cesar
Hombre,Urbano,20,Mayor,Colombiana,234437.52,8175.657,242613.2,Multisector,0.0336983189702786,Sin paredes duraderas,6427,Cesar
Hombre,Urbano,20,Mayor,Colombiana,242497.7,115.49974,242613.2,Multisector,0.000476065358356429,Sin electricidad,5359,Cesar
Hombre,Urbano,20,Mayor,Retornada,762.47629,3990.638,4753.115,Multisector,0.839583725619936,Sin trabajo,3758,Cesar
Hombre,Urbano,20,Mayor,Retornada,1976.584,2776.53,4753.115,Multisector,0.584149552451392,Hacinamiento,586,Cesar
