DesMinDB_DataProyectoMineria_Sexo,DesMinDB_DataProyectoMineria_Zona,DesMinDB_DataProyectoMineria_Departamento,DesMinDB_DataProyectoMineria_Etario,DesMinDB_DataProyectoMineria_Grupo,DesMinDB_DataProyectoMineria_No_carente,DesMinDB_DataProyectoMineria_Valor,DesMinDB_DataProyectoMineria_Total,DesMinDB_DataProyectoMineria_Proporción,DesMinDB_DataProyectoMineria_Variable,DesMinDB_DataProyectoMineria_ID,DesMinDB_DataProyectoMineria_Nombre_dpto
Hombre,Urbano,63,Menor,Venezolana,9518585,648063,1016665,63744006137715,Sin refrigerador,4348,Quindio
Hombre,Urbano,63,Menor,Venezolana,9658809,4121359,1007094,409232802499072,Sin suministro continuo de agua,2244,Quindio
Hombre,Urbano,66,Mayor,Colombiana,28655,5834378,8699878,670627565122177,Sin fuente de ingresos,3825,Risaralda
Hombre,Urbano,66,Mayor,Colombiana,5438319,3261559,8699878,374897096258131,Hacinamiento,653,Risaralda
Hombre,Urbano,66,Mayor,Colombiana,6851581,18482961,8699878,212450806781428,Sin refrigerador,4359,Risaralda
Hombre,Urbano,66,Mayor,Colombiana,8090229,6096484,8699878,700755114037231,Sin espacio exclusivo para la cocina,3291,Risaralda
Hombre,Urbano,66,Mayor,Colombiana,8545604,15427373,8699878,177328613113885,Sin paredes duraderas,6495,Risaralda
Hombre,Urbano,66,Mayor,Colombiana,8558413,14146505,8699878,162605785966194,Sin combustible adecuado para cocinar,119,Risaralda
Hombre,Urbano,66,Mayor,Colombiana,8640695,59182566,8699878,680268918713573,Sin suministro continuo de agua,2255,Risaralda
Hombre,Urbano,66,Mayor,Colombiana,8699878,0,8699878,0,Sin acueducto,1721,Risaralda
Hombre,Urbano,66,Mayor,Colombiana,8699878,0,8699878,0,Sin alcantarillado,2757,Risaralda
Hombre,Urbano,66,Mayor,Colombiana,8699878,0,8699878,0,Sin electricidad,5427,Risaralda
Hombre,Urbano,66,Mayor,Colombiana,8699878,0,8699878,0,Sin pisos duraderos,5961,Risaralda
Hombre,Urbano,66,Mayor,Colombiana,8699878,0,8699878,0,Sin recogida de basuras,1187,Risaralda
Hombre,Urbano,66,Mayor,Colombiana,8699878,0,8699878,0,Sin sanitario,4893,Risaralda
Hombre,Urbano,66,Mayor,Colombiana,74448977,11558482,8600746,134389295998277,Sin empleo,7017,Risaralda
Hombre,Urbano,66,Mayor,Retornada,1011288,22344587,1033632,216175457029194,Sin sanitario,4892,Risaralda
Hombre,Urbano,66,Mayor,Retornada,1011929,21703478,1033632,209972969103124,Sin espacio exclusivo para la cocina,3290,Risaralda
Hombre,Urbano,66,Mayor,Retornada,1033632,0,1033632,0,Sin acueducto,1720,Risaralda
Hombre,Urbano,66,Mayor,Retornada,1033632,0,1033632,0,Sin alcantarillado,2756,Risaralda
Hombre,Urbano,66,Mayor,Retornada,1033632,0,1033632,0,Sin combustible adecuado para cocinar,118,Risaralda
Hombre,Urbano,66,Mayor,Retornada,1033632,0,1033632,0,Sin electricidad,5426,Risaralda
Hombre,Urbano,66,Mayor,Retornada,1033632,0,1033632,0,Sin paredes duraderas,6494,Risaralda
Hombre,Urbano,66,Mayor,Retornada,1033632,0,1033632,0,Sin pisos duraderos,5960,Risaralda
Hombre,Urbano,66,Mayor,Retornada,1033632,0,1033632,0,Sin recogida de basuras,1186,Risaralda
Hombre,Urbano,66,Mayor,Retornada,1033632,0,1033632,0,Sin suministro continuo de agua,2254,Risaralda
Hombre,Urbano,66,Mayor,Retornada,50505967,52857281,1033632,51137427053342,Sin fuente de ingresos,3824,Risaralda
Hombre,Urbano,66,Mayor,Retornada,84587701,18775547,1033632,181646340283583,Sin refrigerador,4358,Risaralda
Hombre,Urbano,66,Mayor,Retornada,85266499,18096749,1033632,175079225488375,Hacinamiento,652,Risaralda
Hombre,Urbano,66,Mayor,Retornada,95114066,824918232,1033632,798077296368533,Sin empleo,7016,Risaralda
Hombre,Urbano,66,Mayor,Venezolana,265736,7156949,272893,262262095400029,Sin combustible adecuado para cocinar,117,Risaralda
Hombre,Urbano,66,Mayor,Venezolana,271719,1174,272893,430205245279285,Sin sanitario,4891,Risaralda
Hombre,Urbano,66,Mayor,Venezolana,1574459,1154471,272893,42304896058162,Sin fuente de ingresos,3823,Risaralda
Hombre,Urbano,66,Mayor,Venezolana,2094027,151502,2245529,674682892093578,Sin empleo,7015,Risaralda
Hombre,Urbano,66,Mayor,Venezolana,2515099,2138312,272893,783571583001396,Sin espacio exclusivo para la cocina,3289,Risaralda
Hombre,Urbano,66,Mayor,Venezolana,2522726,2062035,272893,755620334709941,Hacinamiento,651,Risaralda
Hombre,Urbano,66,Mayor,Venezolana,2603816,12511435,272893,458474017288827,Sin refrigerador,4357,Risaralda
Hombre,Urbano,66,Mayor,Venezolana,2679327,4960245,272893,181765197348411,Sin paredes duraderas,6493,Risaralda
Hombre,Urbano,66,Mayor,Venezolana,2693306,3387528,2727182,124213492168839,Sin suministro continuo de agua,2253,Risaralda
Hombre,Urbano,66,Mayor,Venezolana,2714075,1485505,272893,544354380654689,Sin alcantarillado,2755,Risaralda
Hombre,Urbano,66,Mayor,Venezolana,2727082,18484053,272893,677337014873962,Sin pisos duraderos,5959,Risaralda
Hombre,Urbano,66,Mayor,Venezolana,2727182,17483246,272893,640663043757077,Sin acueducto,1719,Risaralda
Hombre,Urbano,66,Mayor,Venezolana,2728116,8142894,272893,298391457457685,Sin recogida de basuras,1185,Risaralda
Hombre,Urbano,66,Mayor,Venezolana,2728619,31116165,272893,114023316831139,Sin electricidad,5425,Risaralda
Hombre,Urbano,66,Menor,Colombiana,337302,36567487,3738695,978081576592902,Sin espacio exclusivo para la cocina,3288,Risaralda
Hombre,Urbano,66,Menor,Colombiana,369528,4341455,3738695,116122203068183,Sin paredes duraderas,6492,Risaralda
Hombre,Urbano,66,Menor,Colombiana,1138695,2600,3738695,695429822438043,Sin fuente de ingresos,3822,Risaralda
Hombre,Urbano,66,Menor,Colombiana,1487593,2251102,3738695,602109024673048,Hacinamiento,650,Risaralda
Hombre,Urbano,66,Menor,Colombiana,3054971,6837243,3738695,182877795594452,Sin refrigerador,4356,Risaralda
Hombre,Urbano,66,Menor,Colombiana,3738695,0,3738695,0,Sin acueducto,1718,Risaralda
Hombre,Urbano,66,Menor,Colombiana,3738695,0,3738695,0,Sin alcantarillado,2754,Risaralda
Hombre,Urbano,66,Menor,Colombiana,3738695,0,3738695,0,Sin combustible adecuado para cocinar,116,Risaralda
Hombre,Urbano,66,Menor,Colombiana,3738695,0,3738695,0,Sin electricidad,5424,Risaralda
Hombre,Urbano,66,Menor,Colombiana,3738695,0,3738695,0,Sin pisos duraderos,5958,Risaralda
Hombre,Urbano,66,Menor,Colombiana,3738695,0,3738695,0,Sin recogida de basuras,1184,Risaralda
Hombre,Urbano,66,Menor,Colombiana,3738695,0,3738695,0,Sin sanitario,4890,Risaralda
Hombre,Urbano,66,Menor,Colombiana,3738695,0,3738695,0,Sin suministro continuo de agua,2252,Risaralda
Hombre,Urbano,66,Menor,Colombiana,13963441,0,13963441,0,Sin empleo,7014,Risaralda
Hombre,Urbano,66,Menor,Retornada,1521695,0,1521695,0,Hacinamiento,649,Risaralda
Hombre,Urbano,66,Menor,Retornada,1521695,0,1521695,0,Sin acueducto,1717,Risaralda
Hombre,Urbano,66,Menor,Retornada,1521695,0,1521695,0,Sin alcantarillado,2753,Risaralda
Hombre,Urbano,66,Menor,Retornada,1521695,0,1521695,0,Sin combustible adecuado para cocinar,115,Risaralda
Hombre,Urbano,66,Menor,Retornada,1521695,0,1521695,0,Sin electricidad,5423,Risaralda
Hombre,Urbano,66,Menor,Retornada,1521695,0,1521695,0,Sin fuente de ingresos,3821,Risaralda
Hombre,Urbano,66,Menor,Retornada,1521695,0,1521695,0,Sin paredes duraderas,6491,Risaralda
Hombre,Urbano,66,Menor,Retornada,1521695,0,1521695,0,Sin pisos duraderos,5957,Risaralda
Hombre,Urbano,66,Menor,Retornada,1521695,0,1521695,0,Sin recogida de basuras,1183,Risaralda
Hombre,Urbano,66,Menor,Retornada,1521695,0,1521695,0,Sin refrigerador,4355,Risaralda
Hombre,Urbano,66,Menor,Retornada,1521695,0,1521695,0,Sin sanitario,4889,Risaralda
Hombre,Urbano,66,Menor,Retornada,1521695,0,1521695,0,Sin suministro continuo de agua,2251,Risaralda
Hombre,Urbano,66,Menor,Retornada,37848363,11432114,1521695,751274992689074,Sin espacio exclusivo para la cocina,3287,Risaralda
Hombre,Urbano,66,Menor,Venezolana,104374,1951032,1063251,183496841291473,Sin paredes duraderas,6490,Risaralda
Hombre,Urbano,66,Menor,Venezolana,1001166,6208462,1063251,583913111767588,Sin espacio exclusivo para la cocina,3286,Risaralda
Hombre,Urbano,66,Menor,Venezolana,1022855,4039582,1063251,379927411307396,Sin refrigerador,4354,Risaralda
Hombre,Urbano,66,Menor,Venezolana,1040704,1649241,1057196,156001441549155,Sin suministro continuo de agua,2250,Risaralda
Hombre,Urbano,66,Menor,Venezolana,1049594,1365655,1063251,128441449855208,Sin alcantarillado,2752,Risaralda
Hombre,Urbano,66,Menor,Venezolana,1051682,1156906,1063251,108808362277581,Sin sanitario,4888,Risaralda
Hombre,Urbano,66,Menor,Venezolana,1057196,60547383,1063251,569455218005908,Sin acueducto,1716,Risaralda
Hombre,Urbano,66,Menor,Venezolana,1060618,26325591,1063251,247595262078286,Sin combustible adecuado para cocinar,114,Risaralda
Hombre,Urbano,66,Menor,Venezolana,1062628,6223233,1063251,585302341591967,Sin electricidad,5422,Risaralda
Hombre,Urbano,66,Menor,Venezolana,1062746,50505547,1063251,475010576054008,Sin pisos duraderos,5956,Risaralda
Hombre,Urbano,66,Menor,Venezolana,1063251,0,1063251,0,Sin recogida de basuras,1182,Risaralda
Hombre,Urbano,66,Menor,Venezolana,2643482,1880837,2831565,664239387052743,Sin empleo,7013,Risaralda
Hombre,Urbano,66,Menor,Venezolana,8689197,194331,1063251,182770578160754,Hacinamiento,648,Risaralda
Hombre,Urbano,66,Menor,Venezolana,56865406,4945966,1063251,465173886504692,Sin fuente de ingresos,3820,Risaralda
Hombre,Urbano,68,Mayor,Colombiana,270698,1439277,2850907,504848807765388,Sin combustible adecuado para cocinar,125,Santander
Hombre,Urbano,68,Mayor,Colombiana,1698676,1152232,2850907,404163306624874,Hacinamiento,659,Santander
Hombre,Urbano,68,Mayor,Colombiana,1860173,9907344,2850907,347515509976299,Sin refrigerador,4365,Santander
Hombre,Urbano,68,Mayor,Colombiana,2529116,2775198,2806635,988799042269479,Sin empleo,7023,Santander
Hombre,Urbano,68,Mayor,Colombiana,2695751,155156,2850907,544233817518425,Sin alcantarillado,2763,Santander
Hombre,Urbano,68,Mayor,Colombiana,2707155,1030877,2810243,366828420175764,Sin suministro continuo de agua,2261,Santander
Hombre,Urbano,68,Mayor,Colombiana,2792111,5879628,2850907,206237102788691,Sin pisos duraderos,5967,Santander
Hombre,Urbano,68,Mayor,Colombiana,2793659,5724853,2850907,200808128781472,Sin paredes duraderas,6501,Santander
Hombre,Urbano,68,Mayor,Colombiana,2810243,4066445,2850907,142636887138023,Sin acueducto,1727,Santander
Hombre,Urbano,68,Mayor,Colombiana,2843775,71324383,2850907,250181373857513,Sin recogida de basuras,1193,Santander
Hombre,Urbano,68,Mayor,Colombiana,2850907,0,2850907,0,Sin electricidad,5433,Santander
Hombre,Urbano,68,Mayor,Colombiana,9120993,1938808,2850907,680067080406341,Sin fuente de ingresos,3831,Santander
Hombre,Urbano,68,Mayor,Colombiana,25478882,3030193,2850907,106288735479621,Sin espacio exclusivo para la cocina,3297,Santander
Hombre,Urbano,68,Mayor,Colombiana,27287035,122204,2850907,42864954907333,Sin sanitario,4899,Santander
Hombre,Urbano,68,Mayor,Retornada,647224,16341619,6635656,246269833758712,Sin combustible adecuado para cocinar,124,Santander
Hombre,Urbano,68,Mayor,Retornada,657868,56976128,6635656,858635950989623,Sin sanitario,4898,Santander
Hombre,Urbano,68,Mayor,Retornada,3068036,356762,6635656,53764390438564,Sin fuente de ingresos,3830,Santander
Hombre,Urbano,68,Mayor,Retornada,5187397,62901528,5816412,108144897576031,Sin empleo,7022,Santander
Hombre,Urbano,68,Mayor,Retornada,5856579,77907695,6635656,117407676045895,Sin refrigerador,4364,Santander
Hombre,Urbano,68,Mayor,Retornada,6268147,36750956,6635656,553840584864556,Sin espacio exclusivo para la cocina,3296,Santander
Hombre,Urbano,68,Mayor,Retornada,6344483,29117353,6635656,438801423702495,Sin alcantarillado,2762,Santander
Hombre,Urbano,68,Mayor,Retornada,6360606,23913103,6599737,36233418089236,Sin suministro continuo de agua,2260,Santander
Hombre,Urbano,68,Mayor,Retornada,6407373,2282834,6635656,344025368403666,Sin paredes duraderas,6500,Santander
Hombre,Urbano,68,Mayor,Retornada,6596227,3942955,6635656,594207264511602,Sin pisos duraderos,5966,Santander
Hombre,Urbano,68,Mayor,Retornada,6599737,35919292,6635656,541307325153685,Sin acueducto,1726,Santander
Hombre,Urbano,68,Mayor,Retornada,6635656,0,6635656,0,Sin electricidad,5432,Santander
Hombre,Urbano,68,Mayor,Retornada,6635656,0,6635656,0,Sin recogida de basuras,1192,Santander
Hombre,Urbano,68,Mayor,Retornada,58744297,76122651,6635656,114717596873617,Hacinamiento,658,Santander
Hombre,Urbano,68,Mayor,Venezolana,541673,4158058,5832536,71290738711257,Sin refrigerador,4363,Santander
Hombre,Urbano,68,Mayor,Venezolana,580723,25305482,5832536,433867566355356,Sin acueducto,1725,Santander
Hombre,Urbano,68,Mayor,Venezolana,4981645,8508912,5832536,145887003526425,Hacinamiento,657,Santander
Hombre,Urbano,68,Mayor,Venezolana,5541408,2911277,5832536,499144283035716,Sin espacio exclusivo para la cocina,3295,Santander
Hombre,Urbano,68,Mayor,Venezolana,5558066,2491644,580723,429058948930902,Sin suministro continuo de agua,2259,Santander
Hombre,Urbano,68,Mayor,Venezolana,5588932,2436042,5832536,417664288741638,Sin paredes duraderas,6499,Santander
Hombre,Urbano,68,Mayor,Venezolana,5667051,16548472,5832536,283726872838848,Sin alcantarillado,2761,Santander
Hombre,Urbano,68,Mayor,Venezolana,5687845,1446908,5832536,248075279775384,Sin combustible adecuado para cocinar,123,Santander
Hombre,Urbano,68,Mayor,Venezolana,5722483,1100525,5832536,188687219418791,Sin sanitario,4897,Santander
Hombre,Urbano,68,Mayor,Venezolana,5789324,4321185,5832536,740875838571764,Sin pisos duraderos,5965,Santander
Hombre,Urbano,68,Mayor,Venezolana,5820349,1218642,5832536,208938616066836,Sin recogida de basuras,1191,Santander
Hombre,Urbano,68,Mayor,Venezolana,5829896,26397273,5832536,452586542114785,Sin electricidad,5431,Santander
Hombre,Urbano,68,Mayor,Venezolana,33912953,2441241,5832536,418555667723268,Sin fuente de ingresos,3829,Santander
Hombre,Urbano,68,Mayor,Venezolana,43348037,4864451,4821249,100896074855292,Sin empleo,7021,Santander
Hombre,Urbano,68,Menor,Colombiana,1056758,3494875,1406245,248525328090055,Sin refrigerador,4362,Santander
Hombre,Urbano,68,Menor,Colombiana,1228636,1776096,1406245,126300609068832,Sin alcantarillado,2760,Santander
Hombre,Urbano,68,Menor,Colombiana,1261755,1444902,1406245,102748951996274,Sin espacio exclusivo para la cocina,3294,Santander
Hombre,Urbano,68,Menor,Colombiana,1289173,86618585,1375792,629590701210648,Sin suministro continuo de agua,2258,Santander
Hombre,Urbano,68,Menor,Colombiana,1338555,67690655,1406245,481357480382152,Sin pisos duraderos,5964,Santander
Hombre,Urbano,68,Menor,Colombiana,1375792,3045339,1406245,216558209984747,Sin acueducto,1724,Santander
Hombre,Urbano,68,Menor,Colombiana,1378907,27338497,1406245,194407781005444,Sin combustible adecuado para cocinar,122,Santander
Hombre,Urbano,68,Menor,Colombiana,1385569,20675948,1406245,147029486327062,Sin paredes duraderas,6498,Santander
Hombre,Urbano,68,Menor,Colombiana,1394419,11826729,1406245,841014830274952,Sin recogida de basuras,1190,Santander
Hombre,Urbano,68,Menor,Colombiana,1406245,0,1406245,0,Sin electricidad,5430,Santander
Hombre,Urbano,68,Menor,Colombiana,3863034,1019942,1406245,725294667714374,Sin fuente de ingresos,3828,Santander
Hombre,Urbano,68,Menor,Colombiana,6472216,7590238,1406245,539752176896629,Hacinamiento,656,Santander
Hombre,Urbano,68,Menor,Colombiana,12553671,1508783,1406245,107291617036861,Sin sanitario,4896,Santander
Hombre,Urbano,68,Menor,Colombiana,68889523,22362264,91251788,245061104994458,Sin empleo,7020,Santander
Hombre,Urbano,68,Menor,Retornada,1042365,56976128,1099341,518275294017052,Sin sanitario,4895,Santander
Hombre,Urbano,68,Menor,Retornada,1057365,41976711,1099341,381835217644025,Hacinamiento,655,Santander
Hombre,Urbano,68,Menor,Retornada,1099341,0,1099341,0,Sin acueducto,1723,Santander
Hombre,Urbano,68,Menor,Retornada,1099341,0,1099341,0,Sin combustible adecuado para cocinar,121,Santander
Hombre,Urbano,68,Menor,Retornada,1099341,0,1099341,0,Sin electricidad,5429,Santander
Hombre,Urbano,68,Menor,Retornada,1099341,0,1099341,0,Sin paredes duraderas,6497,Santander
Hombre,Urbano,68,Menor,Retornada,1099341,0,1099341,0,Sin pisos duraderos,5963,Santander
Hombre,Urbano,68,Menor,Retornada,1099341,0,1099341,0,Sin recogida de basuras,1189,Santander
Hombre,Urbano,68,Menor,Retornada,1099341,0,1099341,0,Sin suministro continuo de agua,2257,Santander
Hombre,Urbano,68,Menor,Retornada,52000954,0,52000954,0,Sin empleo,7019,Santander
Hombre,Urbano,68,Menor,Retornada,80990246,28943893,1099341,263284031069523,Sin espacio exclusivo para la cocina,3293,Santander
Hombre,Urbano,68,Menor,Retornada,81084264,28849876,1099341,262428818719578,Sin fuente de ingresos,3827,Santander
Hombre,Urbano,68,Menor,Retornada,84408716,25525423,1099341,232188401960811,Sin alcantarillado,2759,Santander
Hombre,Urbano,68,Menor,Retornada,96666465,13267675,1099341,120687530074836,Sin refrigerador,4361,Santander
Hombre,Urbano,68,Menor,Venezolana,219967,1083035,2307973,469258089241079,Sin espacio exclusivo para la cocina,3292,Santander
Hombre,Urbano,68,Menor,Venezolana,1316055,9919178,2307973,429778771242125,Sin fuente de ingresos,3826,Santander
Hombre,Urbano,68,Menor,Venezolana,1742753,5652197,2307973,244898748815519,Hacinamiento,654,Santander
Hombre,Urbano,68,Menor,Venezolana,2206457,865686,2293026,377529953868818,Sin suministro continuo de agua,2256,Santander
Hombre,Urbano,68,Menor,Venezolana,2207308,1006654,2307973,436163681290899,Sin alcantarillado,2758,Santander
Hombre,Urbano,68,Menor,Venezolana,2221526,8644752,2307973,37456036097476,Sin paredes duraderas,6496,Santander
Hombre,Urbano,68,Menor,Venezolana,2291565,1640841,2307973,710944625435393,Sin combustible adecuado para cocinar,120,Santander
Hombre,Urbano,68,Menor,Venezolana,2293026,1494743,2307973,647643191666454,Sin acueducto,1722,Santander
Hombre,Urbano,68,Menor,Venezolana,2302648,53251968,2307973,230730463484625,Sin recogida de basuras,1188,Santander
Hombre,Urbano,68,Menor,Venezolana,2306676,129702919,2307973,561977627121288,Sin electricidad,5428,Santander
Hombre,Urbano,68,Menor,Venezolana,5963586,88204126,6845628,128847384053004,Sin empleo,7018,Santander
Hombre,Urbano,68,Menor,Venezolana,21822035,1257696,2307973,544935317700857,Sin refrigerador,4360,Santander
Hombre,Urbano,68,Menor,Venezolana,22466228,6135028,2307973,265818880896787,Sin sanitario,4894,Santander
Hombre,Urbano,68,Menor,Venezolana,22784822,2949088,2307973,127778271236275,Sin pisos duraderos,5962,Santander
Hombre,Urbano,70,Mayor,Colombiana,51194,42752926,554693,77074933341506,Sin combustible adecuado para cocinar,131,Sucre
Hombre,Urbano,70,Mayor,Colombiana,281163,27353,554693,493119617518159,Sin refrigerador,4371,Sucre
Hombre,Urbano,70,Mayor,Colombiana,554693,0,554693,0,Sin electricidad,5439,Sucre
Hombre,Urbano,70,Mayor,Colombiana,1055043,4491887,554693,809796950745728,Sin fuente de ingresos,3837,Sucre
Hombre,Urbano,70,Mayor,Colombiana,2199913,3347017,554693,603399898682695,Hacinamiento,665,Sucre
Hombre,Urbano,70,Mayor,Colombiana,3286595,2260335,554693,407492973590797,Sin alcantarillado,2769,Sucre
Hombre,Urbano,70,Mayor,Colombiana,4215226,1085274,53005,204749363267616,Sin empleo,7029,Sucre
Hombre,Urbano,70,Mayor,Colombiana,4774394,77253551,554693,139272626479873,Sin recogida de basuras,1199,Sucre
Hombre,Urbano,70,Mayor,Colombiana,4980816,56611386,554693,102058951528143,Sin espacio exclusivo para la cocina,3303,Sucre
Hombre,Urbano,70,Mayor,Colombiana,5218443,32848632,554693,59219481767392,Sin sanitario,4905,Sucre
Hombre,Urbano,70,Mayor,Colombiana,5317595,22933459,554693,413444175426768,Sin pisos duraderos,5973,Sucre
Hombre,Urbano,70,Mayor,Colombiana,5415138,13179194,554693,237594381035997,Sin paredes duraderas,6507,Sucre
Hombre,Urbano,70,Mayor,Colombiana,39778731,4947553,53453405,925582383386054,Sin suministro continuo de agua,2267,Sucre
Hombre,Urbano,70,Mayor,Colombiana,53453405,20158901,554693,363424470833416,Sin acueducto,1733,Sucre
Hombre,Urbano,70,Mayor,Retornada,314762,50581721,3653438,138449649343988,Sin pisos duraderos,5972,Sucre
Hombre,Urbano,70,Mayor,Retornada,2383911,1269527,3653438,347488311010068,Hacinamiento,664,Sucre
Hombre,Urbano,70,Mayor,Retornada,2771272,88216559,3653438,241461765602701,Sin alcantarillado,2768,Sucre
Hombre,Urbano,70,Mayor,Retornada,2897529,55089618,3448425,15975298288349,Sin empleo,7028,Sucre
Hombre,Urbano,70,Mayor,Retornada,3056802,59663581,3653438,163308042999498,Sin espacio exclusivo para la cocina,3302,Sucre
Hombre,Urbano,70,Mayor,Retornada,3058314,59512382,3653438,162894188980352,Sin paredes duraderas,6506,Sucre
Hombre,Urbano,70,Mayor,Retornada,3214734,43870409,3653438,120079796071536,Sin combustible adecuado para cocinar,130,Sucre
Hombre,Urbano,70,Mayor,Retornada,3510553,14288443,3653438,391095811671089,Sin recogida de basuras,1198,Sucre
Hombre,Urbano,70,Mayor,Retornada,3559487,9395057,3653438,257156601535321,Sin acueducto,1732,Sucre
Hombre,Urbano,70,Mayor,Retornada,3653438,0,3653438,0,Sin electricidad,5438,Sucre
Hombre,Urbano,70,Mayor,Retornada,3653438,0,3653438,0,Sin sanitario,4904,Sucre
Hombre,Urbano,70,Mayor,Retornada,19916373,3360323,3559487,94404699328864,Sin suministro continuo de agua,2266,Sucre
Hombre,Urbano,70,Mayor,Retornada,29630763,69036135,3653438,188962109114757,Sin refrigerador,4370,Sucre
Hombre,Urbano,70,Mayor,Retornada,55510948,3098328,3653438,848058185194329,Sin fuente de ingresos,3836,Sucre
Hombre,Urbano,70,Mayor,Venezolana,1295104,5835262,187863,310612627286906,Hacinamiento,663,Sucre
Hombre,Urbano,70,Mayor,Venezolana,1362711,5159189,187863,274625072526256,Sin alcantarillado,2767,Sucre
Hombre,Urbano,70,Mayor,Venezolana,1419465,1679539,18214852,922071175763602,Sin suministro continuo de agua,2265,Sucre
Hombre,Urbano,70,Mayor,Venezolana,1469876,1233968,15932727,774486376374867,Sin empleo,7027,Sucre
Hombre,Urbano,70,Mayor,Venezolana,1603994,27463573,187863,146189366719365,Sin refrigerador,4369,Sucre
Hombre,Urbano,70,Mayor,Venezolana,1663138,2154922,187863,114707100386984,Sin pisos duraderos,5971,Sucre
Hombre,Urbano,70,Mayor,Venezolana,1736819,1418113,187863,754865513698812,Sin combustible adecuado para cocinar,129,Sucre
Hombre,Urbano,70,Mayor,Venezolana,1800806,7782353,187863,41425682545259,Sin sanitario,4903,Sucre
Hombre,Urbano,70,Mayor,Venezolana,1871887,67428404,187863,358923279198139,Sin electricidad,5437,Sucre
Hombre,Urbano,70,Mayor,Venezolana,6404013,1238228,187863,659112225398296,Sin fuente de ingresos,3835,Sucre
Hombre,Urbano,70,Mayor,Venezolana,16695042,20912558,187863,111318130765505,Sin espacio exclusivo para la cocina,3301,Sucre
Hombre,Urbano,70,Mayor,Venezolana,16764972,2021326,187863,107595747965273,Sin recogida de basuras,1197,Sucre
Hombre,Urbano,70,Mayor,Venezolana,17391564,1394734,187863,742420806651656,Sin paredes duraderas,6505,Sucre
Hombre,Urbano,70,Mayor,Venezolana,18214852,5714458,187863,304182196600714,Sin acueducto,1731,Sucre
Hombre,Urbano,70,Menor,Colombiana,600271,48034558,6483055,740924733786772,Sin sanitario,4902,Sucre
Hombre,Urbano,70,Menor,Colombiana,1084998,53980574,6483055,832641000269163,Sin fuente de ingresos,3834,Sucre
Hombre,Urbano,70,Menor,Colombiana,2106005,437705,6483055,675152378006974,Hacinamiento,662,Sucre
Hombre,Urbano,70,Menor,Colombiana,3603197,2879858,6483055,444213106321017,Sin refrigerador,4368,Sucre
Hombre,Urbano,70,Menor,Colombiana,3724326,2758729,6483055,425529167961709,Sin alcantarillado,2766,Sucre
Hombre,Urbano,70,Menor,Colombiana,5548114,93494092,6483055,144213016857022,Sin espacio exclusivo para la cocina,3300,Sucre
Hombre,Urbano,70,Menor,Colombiana,5704519,7785358,6483055,120087798113698,Sin recogida de basuras,1196,Sucre
Hombre,Urbano,70,Menor,Colombiana,5715354,76770101,6483055,118416550530575,Sin pisos duraderos,5970,Sucre
Hombre,Urbano,70,Menor,Colombiana,5810869,67218605,6483055,103683533457606,Sin combustible adecuado para cocinar,128,Sucre
Hombre,Urbano,70,Menor,Colombiana,5990344,49271123,6483055,759998534641461,Sin paredes duraderas,6504,Sucre
Hombre,Urbano,70,Menor,Colombiana,6271559,211496357,6483055,326229465892238,Sin acueducto,1730,Sucre
Hombre,Urbano,70,Menor,Colombiana,6483055,0,6483055,0,Sin electricidad,5436,Sucre
Hombre,Urbano,70,Menor,Colombiana,56610912,17956189,745671,240805784320431,Sin empleo,7026,Sucre
Hombre,Urbano,70,Menor,Colombiana,63244286,5639116,6271559,899156971974592,Sin suministro continuo de agua,2264,Sucre
Hombre,Urbano,70,Menor,Retornada,10774946,0,10774946,0,Sin empleo,7025,Sucre
Hombre,Urbano,70,Menor,Retornada,28845977,604166265,63301224,954430620488476,Sin fuente de ingresos,3833,Sucre
Hombre,Urbano,70,Menor,Retornada,37586205,25715019,63301224,406232571427055,Hacinamiento,661,Sucre
Hombre,Urbano,70,Menor,Retornada,42402464,2089876,63301224,330147802513266,Sin espacio exclusivo para la cocina,3299,Sucre
Hombre,Urbano,70,Menor,Retornada,43394998,19906226,63301224,31446826367844,Sin pisos duraderos,5969,Sucre
Hombre,Urbano,70,Menor,Retornada,46473986,475060967,52153495,910889993086753,Sin suministro continuo de agua,2263,Sucre
Hombre,Urbano,70,Menor,Retornada,49225853,14075371,63301224,222355431863371,Sin refrigerador,4367,Sucre
Hombre,Urbano,70,Menor,Retornada,52153495,11147729,63301224,176106057601667,Sin acueducto,1729,Sucre
Hombre,Urbano,70,Menor,Retornada,53100159,10201065,63301224,161151149304791,Sin alcantarillado,2765,Sucre
Hombre,Urbano,70,Menor,Retornada,53100159,10201065,63301224,161151149304791,Sin paredes duraderas,6503,Sucre
Hombre,Urbano,70,Menor,Retornada,55081628,82195961,63301224,129848928355635,Sin sanitario,4901,Sucre
Hombre,Urbano,70,Menor,Retornada,59350594,39506304,63301224,624100159579853,Sin recogida de basuras,1195,Sucre
Hombre,Urbano,70,Menor,Retornada,61319755,19814693,63301224,313022272681489,Sin combustible adecuado para cocinar,127,Sucre
Hombre,Urbano,70,Menor,Retornada,63301224,0,63301224,0,Sin electricidad,5435,Sucre
Hombre,Urbano,70,Menor,Venezolana,522327,4662083,9885353,471615227094065,Hacinamiento,660,Sucre
