DesMinDB_DataProyectoMineria_Sexo,DesMinDB_DataProyectoMineria_Zona,DesMinDB_DataProyectoMineria_Departamento,DesMinDB_DataProyectoMineria_Etario,DesMinDB_DataProyectoMineria_Grupo,DesMinDB_DataProyectoMineria_No_carente,DesMinDB_DataProyectoMineria_Valor,DesMinDB_DataProyectoMineria_Total,DesMinDB_DataProyectoMineria_Proporción,DesMinDB_DataProyectoMineria_Variable,DesMinDB_DataProyectoMineria_ID,DesMinDB_DataProyectoMineria_Nombre_dpto
Hombre,Rural,73,Mayor,Venezolana,8429016,671411,1514313,44337663349651,Sin acueducto,1863,Tolima
Hombre,Rural,73,Mayor,Venezolana,41059688,4323047,8429016,512876829276395,Sin suministro continuo de agua,2380,Tolima
Hombre,Rural,73,Menor,Colombiana,0,974317524,974317524,1,Sin fuente de ingresos,3966,Tolima
Hombre,Rural,73,Menor,Colombiana,21264047,7122124,92485287,770081840152586,Sin suministro continuo de agua,2379,Tolima
Hombre,Rural,73,Menor,Colombiana,21264047,76167705,974317524,781754439633788,Sin alcantarillado,2898,Tolima
Hombre,Rural,73,Menor,Colombiana,76167705,21264047,974317524,218245556260774,Sin refrigerador,4500,Tolima
Hombre,Rural,73,Menor,Colombiana,92485287,494646492,974317524,507685102459473,Sin acueducto,1862,Tolima
Hombre,Rural,73,Menor,Colombiana,92485287,494646492,974317524,507685102459473,Sin recogida de basuras,1328,Tolima
Hombre,Rural,73,Menor,Colombiana,92485287,494646492,974317524,507685102459473,Sin sanitario,5034,Tolima
Hombre,Rural,73,Menor,Colombiana,494646492,92485287,974317524,949231484827527,Hacinamiento,794,Tolima
Hombre,Rural,73,Menor,Colombiana,974317524,0,974317524,0,Sin combustible adecuado para cocinar,260,Tolima
Hombre,Rural,73,Menor,Colombiana,974317524,0,974317524,0,Sin electricidad,5568,Tolima
Hombre,Rural,73,Menor,Colombiana,974317524,0,974317524,0,Sin espacio exclusivo para la cocina,3432,Tolima
Hombre,Rural,73,Menor,Colombiana,974317524,0,974317524,0,Sin paredes duraderas,6636,Tolima
Hombre,Rural,73,Menor,Colombiana,974317524,0,974317524,0,Sin pisos duraderos,6102,Tolima
Hombre,Rural,73,Menor,Venezolana,1159974,7609299,8769273,86772290017656,Sin alcantarillado,2897,Tolima
Hombre,Rural,73,Menor,Venezolana,1489264,7280009,8769273,830172466976453,Sin recogida de basuras,1327,Tolima
Hombre,Rural,73,Menor,Venezolana,1978928,2357806,4336733,543682537061885,Sin suministro continuo de agua,2378,Tolima
Hombre,Rural,73,Menor,Venezolana,4240375,4528897,8769273,51645067954892,Sin combustible adecuado para cocinar,259,Tolima
Hombre,Rural,73,Menor,Venezolana,4336733,44325396,8769273,505462607903757,Sin acueducto,1861,Tolima
Hombre,Rural,73,Menor,Venezolana,6193746,81498981,8769273,929369869087209,Sin fuente de ingresos,3965,Tolima
Hombre,Rural,73,Menor,Venezolana,6533448,2235824,8769273,254961158125651,Sin refrigerador,4499,Tolima
Hombre,Rural,73,Menor,Venezolana,6673828,2095444,8769273,238952989603585,Sin sanitario,5033,Tolima
Hombre,Rural,73,Menor,Venezolana,7349211,1420062,8769273,161936114886605,Sin paredes duraderas,6635,Tolima
Hombre,Rural,73,Menor,Venezolana,7602125,1167148,8769273,133095183603019,Sin espacio exclusivo para la cocina,3431,Tolima
Hombre,Rural,73,Menor,Venezolana,8140789,6284835,8769273,716688259106542,Sin pisos duraderos,6101,Tolima
Hombre,Rural,73,Menor,Venezolana,8588886,1803867,8769273,205703140955926,Sin electricidad,5567,Tolima
Hombre,Rural,73,Menor,Venezolana,9968677,1158231,1112691,104092780475442,Sin empleo,7136,Tolima
Hombre,Rural,73,Menor,Venezolana,46699093,4099363,8769273,46746896806611,Hacinamiento,793,Tolima
Hombre,Rural,76,Mayor,Colombiana,1039494,0,1039494,0,Sin suministro continuo de agua,2385,Valle del Cauca
Hombre,Rural,76,Mayor,Colombiana,1039494,99307483,2032569,488581115819438,Sin acueducto,1869,Valle del Cauca
Hombre,Rural,76,Mayor,Colombiana,1234926,79764272,2032569,392430820306715,Sin refrigerador,4507,Valle del Cauca
Hombre,Rural,76,Mayor,Colombiana,1312674,71989481,2032569,354179764622997,Sin espacio exclusivo para la cocina,3439,Valle del Cauca
Hombre,Rural,76,Mayor,Colombiana,1312674,71989481,2032569,354179764622997,Sin recogida de basuras,1335,Valle del Cauca
Hombre,Rural,76,Mayor,Colombiana,2032569,0,2032569,0,Sin combustible adecuado para cocinar,267,Valle del Cauca
Hombre,Rural,76,Mayor,Colombiana,2032569,0,2032569,0,Sin electricidad,5575,Valle del Cauca
Hombre,Rural,76,Mayor,Colombiana,2032569,0,2032569,0,Sin empleo,7142,Valle del Cauca
Hombre,Rural,76,Mayor,Colombiana,2032569,0,2032569,0,Sin paredes duraderas,6643,Valle del Cauca
Hombre,Rural,76,Mayor,Colombiana,2032569,0,2032569,0,Sin pisos duraderos,6109,Valle del Cauca
Hombre,Rural,76,Mayor,Colombiana,2032569,0,2032569,0,Sin sanitario,5041,Valle del Cauca
Hombre,Rural,76,Mayor,Colombiana,29732584,1735243,2032569,853719111134727,Sin fuente de ingresos,3973,Valle del Cauca
Hombre,Rural,76,Mayor,Colombiana,37507375,1657495,2032569,815468011172068,Hacinamiento,801,Valle del Cauca
Hombre,Rural,76,Mayor,Colombiana,96174609,1070823,2032569,526832299420094,Sin alcantarillado,2905,Valle del Cauca
Hombre,Rural,76,Mayor,Retornada,0,80534134,80534134,1,Sin suministro continuo de agua,2384,Valle del Cauca
Hombre,Rural,76,Mayor,Retornada,65232166,0,65232166,0,Hacinamiento,800,Valle del Cauca
Hombre,Rural,76,Mayor,Retornada,65232166,0,65232166,0,Sin electricidad,5574,Valle del Cauca
Hombre,Rural,76,Mayor,Retornada,65232166,0,65232166,0,Sin empleo,7141,Valle del Cauca
Hombre,Rural,76,Mayor,Retornada,65232166,0,65232166,0,Sin espacio exclusivo para la cocina,3438,Valle del Cauca
Hombre,Rural,76,Mayor,Retornada,65232166,0,65232166,0,Sin pisos duraderos,6108,Valle del Cauca
Hombre,Rural,76,Mayor,Retornada,65232166,0,65232166,0,Sin refrigerador,4506,Valle del Cauca
Hombre,Rural,76,Mayor,Retornada,65232166,0,65232166,0,Sin sanitario,5040,Valle del Cauca
Hombre,Rural,76,Mayor,Retornada,80534134,57178752,65232166,876542287435312,Sin acueducto,1868,Valle del Cauca
Hombre,Rural,76,Mayor,Retornada,80534134,57178752,65232166,876542287435312,Sin alcantarillado,2904,Valle del Cauca
Hombre,Rural,76,Mayor,Retornada,80534134,57178752,65232166,876542287435312,Sin fuente de ingresos,3972,Valle del Cauca
Hombre,Rural,76,Mayor,Retornada,80534134,57178752,65232166,876542287435312,Sin recogida de basuras,1334,Valle del Cauca
Hombre,Rural,76,Mayor,Retornada,401612381,25070927,65232166,384333811635199,Sin combustible adecuado para cocinar,266,Valle del Cauca
Hombre,Rural,76,Mayor,Retornada,401612381,25070927,65232166,384333811635199,Sin paredes duraderas,6642,Valle del Cauca
Hombre,Rural,76,Mayor,Venezolana,162105,7957343,2416784,329253379697979,Sin acueducto,1867,Valle del Cauca
Hombre,Rural,76,Mayor,Venezolana,198386,4329241,2416784,179132309714066,Sin paredes duraderas,6641,Valle del Cauca
Hombre,Rural,76,Mayor,Venezolana,1240169,1176615,2416784,486851534932373,Sin recogida de basuras,1333,Valle del Cauca
Hombre,Rural,76,Mayor,Venezolana,1493849,1272002,162105,784677832269208,Sin suministro continuo de agua,2383,Valle del Cauca
Hombre,Rural,76,Mayor,Venezolana,1854113,5626714,2416784,23281824110057,Sin sanitario,5039,Valle del Cauca
Hombre,Rural,76,Mayor,Venezolana,2017156,3996283,2416784,165355406192692,Hacinamiento,799,Valle del Cauca
Hombre,Rural,76,Mayor,Venezolana,2026296,3904876,2416784,16157323120312,Sin refrigerador,4505,Valle del Cauca
Hombre,Rural,76,Mayor,Venezolana,2034329,38245518,2416784,158249632569564,Sin espacio exclusivo para la cocina,3437,Valle del Cauca
Hombre,Rural,76,Mayor,Venezolana,2044943,1190135,2163957,549980891487215,Sin empleo,7140,Valle del Cauca
Hombre,Rural,76,Mayor,Venezolana,2360659,561252,2416784,23223093168442,Sin electricidad,5573,Valle del Cauca
Hombre,Rural,76,Mayor,Venezolana,2391781,2500274,2416784,103454590894346,Sin pisos duraderos,6107,Valle del Cauca
Hombre,Rural,76,Mayor,Venezolana,6428434,1773941,2416784,734008914325815,Sin fuente de ingresos,3971,Valle del Cauca
Hombre,Rural,76,Mayor,Venezolana,17710663,6457177,2416784,267180558957689,Sin combustible adecuado para cocinar,265,Valle del Cauca
Hombre,Rural,76,Mayor,Venezolana,81224104,1604543,2416784,663916593290919,Sin alcantarillado,2903,Valle del Cauca
Hombre,Rural,76,Menor,Colombiana,0,96892902,96892902,1,Hacinamiento,798,Valle del Cauca
Hombre,Rural,76,Menor,Colombiana,0,96892902,96892902,1,Sin acueducto,1866,Valle del Cauca
Hombre,Rural,76,Menor,Colombiana,0,96892902,96892902,1,Sin alcantarillado,2902,Valle del Cauca
Hombre,Rural,76,Menor,Colombiana,0,96892902,96892902,1,Sin fuente de ingresos,3970,Valle del Cauca
Hombre,Rural,76,Menor,Colombiana,54636005,42256897,96892902,43611963443927,Sin espacio exclusivo para la cocina,3436,Valle del Cauca
Hombre,Rural,76,Menor,Colombiana,54636005,42256897,96892902,43611963443927,Sin recogida de basuras,1332,Valle del Cauca
Hombre,Rural,76,Menor,Colombiana,54636005,42256897,96892902,43611963443927,Sin refrigerador,4504,Valle del Cauca
Hombre,Rural,76,Menor,Colombiana,96892902,0,96892902,0,Sin combustible adecuado para cocinar,264,Valle del Cauca
Hombre,Rural,76,Menor,Colombiana,96892902,0,96892902,0,Sin electricidad,5572,Valle del Cauca
Hombre,Rural,76,Menor,Colombiana,96892902,0,96892902,0,Sin paredes duraderas,6640,Valle del Cauca
Hombre,Rural,76,Menor,Colombiana,96892902,0,96892902,0,Sin pisos duraderos,6106,Valle del Cauca
Hombre,Rural,76,Menor,Colombiana,96892902,0,96892902,0,Sin sanitario,5038,Valle del Cauca
Hombre,Rural,76,Menor,Venezolana,29033,8087406,1099071,735840177750118,Sin fuente de ingresos,3969,Valle del Cauca
Hombre,Rural,76,Menor,Venezolana,691492,4075785,1099071,370839099566816,Hacinamiento,797,Valle del Cauca
Hombre,Rural,76,Menor,Venezolana,797982,3010885,1099071,27394817987191,Sin sanitario,5037,Valle del Cauca
Hombre,Rural,76,Menor,Venezolana,967767,13130353,1099071,119467741392503,Sin espacio exclusivo para la cocina,3435,Valle del Cauca
Hombre,Rural,76,Menor,Venezolana,1094786,42842673,1099071,38980805607645,Sin pisos duraderos,6105,Valle del Cauca
Hombre,Rural,76,Menor,Venezolana,1287245,1368473,1424093,960943561972427,Sin empleo,7139,Valle del Cauca
Hombre,Rural,76,Menor,Venezolana,3505709,7484997,1099071,681029433039358,Sin alcantarillado,2901,Valle del Cauca
Hombre,Rural,76,Menor,Venezolana,5595431,5395275,1099071,490894127858892,Sin recogida de basuras,1331,Valle del Cauca
Hombre,Rural,76,Menor,Venezolana,6798318,79960696,7597925,105240175442637,Sin suministro continuo de agua,2382,Valle del Cauca
Hombre,Rural,76,Menor,Venezolana,7597925,33927805,1099071,308695298119958,Sin acueducto,1865,Valle del Cauca
Hombre,Rural,76,Menor,Venezolana,8466802,2523903,1099071,229639668410867,Sin combustible adecuado para cocinar,263,Valle del Cauca
Hombre,Rural,76,Menor,Venezolana,9058815,19318905,1099071,175774858949058,Sin paredes duraderas,6639,Valle del Cauca
Hombre,Rural,76,Menor,Venezolana,9204213,1786493,1099071,162545731804406,Sin refrigerador,4503,Valle del Cauca
Hombre,Rural,76,Menor,Venezolana,10829369,1613366,1099071,146793610239921,Sin electricidad,5571,Valle del Cauca
Hombre,Urbano,5,Mayor,Colombiana,662889,17962326,6646852,27023809165602,Sin paredes duraderas,6382,Antioquia
Hombre,Urbano,5,Mayor,Colombiana,2885946,3760906,6646852,565817623139495,Sin fuente de ingresos,3712,Antioquia
Hombre,Urbano,5,Mayor,Colombiana,4768215,1878637,6646852,28263559952892,Sin refrigerador,4246,Antioquia
Hombre,Urbano,5,Mayor,Colombiana,5591812,1055041,6646852,158727921127174,Sin espacio exclusivo para la cocina,3178,Antioquia
Hombre,Urbano,5,Mayor,Colombiana,6302963,3151908,6618153,476251908954054,Sin suministro continuo de agua,2142,Antioquia
Hombre,Urbano,5,Mayor,Colombiana,6313363,3334895,6646852,5017254784671,Sin alcantarillado,2644,Antioquia
Hombre,Urbano,5,Mayor,Colombiana,6313363,3334895,6646852,5017254784671,Sin sanitario,4780,Antioquia
Hombre,Urbano,5,Mayor,Colombiana,6440462,2063902,6646852,310508192449599,Sin combustible adecuado para cocinar,6,Antioquia
Hombre,Urbano,5,Mayor,Colombiana,6618153,28698914,6646852,431767007900883,Sin acueducto,1608,Antioquia
Hombre,Urbano,5,Mayor,Colombiana,6638491,83617989,6646852,125800888901994,Sin pisos duraderos,5848,Antioquia
Hombre,Urbano,5,Mayor,Colombiana,6646852,0,6646852,0,Sin electricidad,5314,Antioquia
Hombre,Urbano,5,Mayor,Colombiana,6646852,0,6646852,0,Sin recogida de basuras,1074,Antioquia
Hombre,Urbano,5,Mayor,Colombiana,36794988,2967354,6646852,446429979184131,Hacinamiento,540,Antioquia
Hombre,Urbano,5,Mayor,Colombiana,59966996,5697921,6566492,867726786235329,Sin empleo,6916,Antioquia
Hombre,Urbano,5,Mayor,Retornada,738857,1089685,8478255,128527037698206,Sin espacio exclusivo para la cocina,3177,Antioquia
Hombre,Urbano,5,Mayor,Retornada,4020266,4457989,8478255,525814451204876,Hacinamiento,539,Antioquia
Hombre,Urbano,5,Mayor,Retornada,5818211,2660044,8478255,313748996698023,Sin refrigerador,4245,Antioquia
Hombre,Urbano,5,Mayor,Retornada,6519653,65736575,7177019,915931461237597,Sin empleo,6915,Antioquia
Hombre,Urbano,5,Mayor,Retornada,7066033,1412222,8478255,16656988967659,Sin suministro continuo de agua,2141,Antioquia
Hombre,Urbano,5,Mayor,Retornada,8112902,36535321,8478255,430929725515451,Sin pisos duraderos,5847,Antioquia
Hombre,Urbano,5,Mayor,Retornada,8336047,14220766,8478255,167732227917183,Sin alcantarillado,2643,Antioquia
Hombre,Urbano,5,Mayor,Retornada,8336047,14220766,8478255,167732227917183,Sin sanitario,4779,Antioquia
Hombre,Urbano,5,Mayor,Retornada,8478255,0,8478255,0,Sin acueducto,1607,Antioquia
Hombre,Urbano,5,Mayor,Retornada,8478255,0,8478255,0,Sin combustible adecuado para cocinar,5,Antioquia
Hombre,Urbano,5,Mayor,Retornada,8478255,0,8478255,0,Sin electricidad,5313,Antioquia
Hombre,Urbano,5,Mayor,Retornada,8478255,0,8478255,0,Sin paredes duraderas,6381,Antioquia
Hombre,Urbano,5,Mayor,Retornada,8478255,0,8478255,0,Sin recogida de basuras,1073,Antioquia
Hombre,Urbano,5,Mayor,Retornada,36745546,48037,8478255,566590648665321,Sin fuente de ingresos,3711,Antioquia
Hombre,Urbano,5,Mayor,Venezolana,10614336,5645798,16260134,347217187755033,Sin fuente de ingresos,3710,Antioquia
Hombre,Urbano,5,Mayor,Venezolana,11998445,1293766,13292211,973326408977408,Sin empleo,6914,Antioquia
Hombre,Urbano,5,Mayor,Venezolana,14529715,1730419,16260134,106420955694461,Hacinamiento,538,Antioquia
Hombre,Urbano,5,Mayor,Venezolana,15204988,1055146,16260134,648915931443124,Sin espacio exclusivo para la cocina,3176,Antioquia
Hombre,Urbano,5,Mayor,Venezolana,15397711,8624236,16260134,530391446958555,Sin refrigerador,4244,Antioquia
Hombre,Urbano,5,Mayor,Venezolana,15575747,5787015,16154448,358230439071641,Sin suministro continuo de agua,2140,Antioquia
Hombre,Urbano,5,Mayor,Venezolana,15670101,5900335,16260134,362871240790513,Sin alcantarillado,2642,Antioquia
Hombre,Urbano,5,Mayor,Venezolana,15711626,5485079,16260134,337332951868662,Sin sanitario,4778,Antioquia
Hombre,Urbano,5,Mayor,Venezolana,15951357,3087768,16260134,189898066030698,Sin combustible adecuado para cocinar,4,Antioquia
Hombre,Urbano,5,Mayor,Venezolana,16154448,1056861,16260134,649970658298388,Sin acueducto,1606,Antioquia
Hombre,Urbano,5,Mayor,Venezolana,16179698,8043633,16260134,494684299649683,Sin paredes duraderas,6380,Antioquia
Hombre,Urbano,5,Mayor,Venezolana,16201091,5904366,16260134,363119147726581,Sin pisos duraderos,5846,Antioquia
Hombre,Urbano,5,Mayor,Venezolana,16257441,26932829,16260134,165637189705817,Sin recogida de basuras,1072,Antioquia
Hombre,Urbano,5,Mayor,Venezolana,16258277,18570462,16260134,114208542192826,Sin electricidad,5312,Antioquia
Hombre,Urbano,5,Menor,Colombiana,1164756,2347237,3511993,668348997278753,Hacinamiento,537,Antioquia
Hombre,Urbano,5,Menor,Colombiana,1514024,1997969,3511993,568898912953414,Sin fuente de ingresos,3709,Antioquia
Hombre,Urbano,5,Menor,Colombiana,2979339,5326548,3511993,151667386580782,Sin espacio exclusivo para la cocina,3175,Antioquia
Hombre,Urbano,5,Menor,Colombiana,3330975,181018,3511993,515428134395484,Sin suministro continuo de agua,2139,Antioquia
Hombre,Urbano,5,Menor,Colombiana,3353773,1582204,3511993,450514565376412,Sin alcantarillado,2641,Antioquia
Hombre,Urbano,5,Menor,Colombiana,3353773,1582204,3511993,450514565376412,Sin sanitario,4777,Antioquia
Hombre,Urbano,5,Menor,Colombiana,3494031,17962326,3511993,511456771126822,Sin paredes duraderas,6379,Antioquia
Hombre,Urbano,5,Menor,Colombiana,3511993,0,3511993,0,Sin acueducto,1605,Antioquia
Hombre,Urbano,5,Menor,Colombiana,3511993,0,3511993,0,Sin combustible adecuado para cocinar,3,Antioquia
Hombre,Urbano,5,Menor,Colombiana,3511993,0,3511993,0,Sin electricidad,5311,Antioquia
Hombre,Urbano,5,Menor,Colombiana,3511993,0,3511993,0,Sin pisos duraderos,5845,Antioquia
Hombre,Urbano,5,Menor,Colombiana,3511993,0,3511993,0,Sin recogida de basuras,1071,Antioquia
Hombre,Urbano,5,Menor,Colombiana,25491584,962835,3511993,274156298147519,Sin refrigerador,4243,Antioquia
Hombre,Urbano,5,Menor,Colombiana,81541357,19002146,1005435,188994276109346,Sin empleo,6913,Antioquia
Hombre,Urbano,5,Menor,Retornada,1025256,856627655,1110919,771098212380921,Sin refrigerador,4242,Antioquia
Hombre,Urbano,5,Menor,Retornada,1110919,0,1110919,0,Sin acueducto,1604,Antioquia
Hombre,Urbano,5,Menor,Retornada,1110919,0,1110919,0,Sin alcantarillado,2640,Antioquia
Hombre,Urbano,5,Menor,Retornada,1110919,0,1110919,0,Sin combustible adecuado para cocinar,2,Antioquia
Hombre,Urbano,5,Menor,Retornada,1110919,0,1110919,0,Sin electricidad,5310,Antioquia
Hombre,Urbano,5,Menor,Retornada,1110919,0,1110919,0,Sin espacio exclusivo para la cocina,3174,Antioquia
Hombre,Urbano,5,Menor,Retornada,1110919,0,1110919,0,Sin paredes duraderas,6378,Antioquia
Hombre,Urbano,5,Menor,Retornada,1110919,0,1110919,0,Sin pisos duraderos,5844,Antioquia
Hombre,Urbano,5,Menor,Retornada,1110919,0,1110919,0,Sin recogida de basuras,1070,Antioquia
Hombre,Urbano,5,Menor,Retornada,1110919,0,1110919,0,Sin sanitario,4776,Antioquia
Hombre,Urbano,5,Menor,Retornada,1110919,0,1110919,0,Sin suministro continuo de agua,2138,Antioquia
Hombre,Urbano,5,Menor,Retornada,11319373,27806134,39125507,710690701081522,Sin empleo,6912,Antioquia
Hombre,Urbano,5,Menor,Retornada,73727354,37364512,1110919,336338760971772,Sin fuente de ingresos,3708,Antioquia
Hombre,Urbano,5,Menor,Retornada,80015163,31076703,1110919,279738693820161,Hacinamiento,536,Antioquia
Hombre,Urbano,5,Menor,Venezolana,575521,3299972,6085207,54229412409471,Sin refrigerador,4241,Antioquia
Hombre,Urbano,5,Menor,Venezolana,606227,2293685,6085207,376928015760187,Sin combustible adecuado para cocinar,1,Antioquia
Hombre,Urbano,5,Menor,Venezolana,1587677,4440483,2031725,218557285065646,Sin empleo,6911,Antioquia
Hombre,Urbano,5,Menor,Venezolana,3529153,2556054,6085207,420043886756852,Sin fuente de ingresos,3707,Antioquia
Hombre,Urbano,5,Menor,Venezolana,4485917,1599289,6085207,262815874628423,Hacinamiento,535,Antioquia
Hombre,Urbano,5,Menor,Venezolana,5659996,3662615,6026257,607776103807056,Sin suministro continuo de agua,2137,Antioquia
Hombre,Urbano,5,Menor,Venezolana,5680091,4051164,6085207,665739719289746,Sin espacio exclusivo para la cocina,3173,Antioquia
Hombre,Urbano,5,Menor,Venezolana,5793625,2915817,6085207,479164800802997,Sin alcantarillado,2639,Antioquia
Hombre,Urbano,5,Menor,Venezolana,5815791,2694163,6085207,442739745747351,Sin sanitario,4775,Antioquia
Hombre,Urbano,5,Menor,Venezolana,6026257,5894945,6085207,968733684819596,Sin acueducto,1603,Antioquia
Hombre,Urbano,5,Menor,Venezolana,6033929,5127841,6085207,842673223770367,Sin pisos duraderos,5843,Antioquia
Hombre,Urbano,5,Menor,Venezolana,6035154,5005314,6085207,822538000761519,Sin paredes duraderas,6377,Antioquia
Hombre,Urbano,5,Menor,Venezolana,6085207,0,6085207,0,Sin electricidad,5309,Antioquia
Hombre,Urbano,5,Menor,Venezolana,6085207,0,6085207,0,Sin recogida de basuras,1069,Antioquia
Hombre,Urbano,8,Mayor,Colombiana,1759306,2284747,4044052,564964792737581,Hacinamiento,546,Atlántico
Hombre,Urbano,8,Mayor,Colombiana,2206993,183706,4044052,454262210278206,Sin refrigerador,4252,Atlántico
Hombre,Urbano,8,Mayor,Colombiana,3538907,2719646,3810871,713654699936051,Sin empleo,6922,Atlántico
Hombre,Urbano,8,Mayor,Colombiana,3760799,283253,4044052,700418787888979,Sin combustible adecuado para cocinar,12,Atlántico
Hombre,Urbano,8,Mayor,Colombiana,3799472,2445809,4044052,604791679236568,Sin alcantarillado,2650,Atlántico
Hombre,Urbano,8,Mayor,Colombiana,3876004,1294889,4005493,323278308063452,Sin suministro continuo de agua,2148,Atlántico
Hombre,Urbano,8,Mayor,Colombiana,3947941,96111473,4044052,237661318400456,Sin recogida de basuras,1080,Atlántico
Hombre,Urbano,8,Mayor,Colombiana,3969308,74744498,4044052,184825758917047,Sin sanitario,4786,Atlántico
Hombre,Urbano,8,Mayor,Colombiana,3982071,61981684,4044052,153266288366223,Sin pisos duraderos,5854,Atlántico
Hombre,Urbano,8,Mayor,Colombiana,4005493,38559889,4044052,953496369482885,Sin acueducto,1614,Atlántico
Hombre,Urbano,8,Mayor,Colombiana,4038522,55306835,4044052,136760939275756,Sin paredes duraderas,6388,Atlántico
Hombre,Urbano,8,Mayor,Colombiana,4044052,0,4044052,0,Sin electricidad,5320,Atlántico
Hombre,Urbano,8,Mayor,Colombiana,11121446,2931908,4044052,724992655880785,Sin fuente de ingresos,3718,Atlántico
Hombre,Urbano,8,Mayor,Colombiana,28017894,1242263,4044052,307182746413745,Sin espacio exclusivo para la cocina,3184,Atlántico
Hombre,Urbano,8,Mayor,Retornada,533663,1127194,1660857,678682150239304,Sin fuente de ingresos,3717,Atlántico
Hombre,Urbano,8,Mayor,Retornada,1258956,40190088,1660857,241984035952523,Sin espacio exclusivo para la cocina,3183,Atlántico
Hombre,Urbano,8,Mayor,Retornada,1326518,3343393,1660857,201305289979812,Sin refrigerador,4251,Atlántico
Hombre,Urbano,8,Mayor,Retornada,1522107,13875029,1660857,835413825512973,Sin alcantarillado,2649,Atlántico
Hombre,Urbano,8,Mayor,Retornada,1570673,85797583,16564709,517954061251544,Sin suministro continuo de agua,2147,Atlántico
Hombre,Urbano,8,Mayor,Retornada,1607447,53410134,1660857,321581773746927,Sin recogida de basuras,1079,Atlántico
Hombre,Urbano,8,Mayor,Retornada,1613291,47566785,1660857,28639903977284,Sin combustible adecuado para cocinar,11,Atlántico
Hombre,Urbano,8,Mayor,Retornada,1620497,40360592,1660857,243010638483626,Sin pisos duraderos,5853,Atlántico
Hombre,Urbano,8,Mayor,Retornada,1636835,24022481,1660857,144639068866254,Sin sanitario,4785,Atlántico
Hombre,Urbano,8,Mayor,Retornada,1660857,0,1660857,0,Sin electricidad,5319,Atlántico
Hombre,Urbano,8,Mayor,Retornada,1660857,0,1660857,0,Sin paredes duraderas,6387,Atlántico
Hombre,Urbano,8,Mayor,Retornada,8587054,8021519,1660857,482974693185506,Hacinamiento,545,Atlántico
Hombre,Urbano,8,Mayor,Retornada,14238589,67059419,1490918,449786098229413,Sin empleo,6921,Atlántico
Hombre,Urbano,8,Mayor,Retornada,16564709,43864426,1660857,264107180810871,Sin acueducto,1613,Atlántico
Hombre,Urbano,8,Mayor,Venezolana,3664739,3715891,738063,503465286838657,Sin fuente de ingresos,3716,Atlántico
Hombre,Urbano,8,Mayor,Venezolana,5283781,2096849,738063,284101628180792,Hacinamiento,544,Atlántico
Hombre,Urbano,8,Mayor,Venezolana,5814697,296935,6111632,485852224086791,Sin empleo,6920,Atlántico
Hombre,Urbano,8,Mayor,Venezolana,6659021,6699384,7328959,914097622868405,Sin suministro continuo de agua,2146,Atlántico
Hombre,Urbano,8,Mayor,Venezolana,6806931,5736988,738063,777303292537358,Sin refrigerador,4250,Atlántico
Hombre,Urbano,8,Mayor,Venezolana,6936806,4438244,738063,60133674225642,Sin alcantarillado,2648,Atlántico
Hombre,Urbano,8,Mayor,Venezolana,7219453,1611767,738063,218377970444257,Sin combustible adecuado para cocinar,10,Atlántico
Hombre,Urbano,8,Mayor,Venezolana,7238747,1418826,738063,192236435101069,Sin recogida de basuras,1078,Atlántico
Hombre,Urbano,8,Mayor,Venezolana,7280845,9978536,738063,13519897352936,Sin sanitario,4784,Atlántico
Hombre,Urbano,8,Mayor,Venezolana,7300157,8047315,738063,109032900985417,Sin pisos duraderos,5852,Atlántico
Hombre,Urbano,8,Mayor,Venezolana,7328959,516711,738063,700090642668715,Sin acueducto,1612,Atlántico
Hombre,Urbano,8,Mayor,Venezolana,7363925,1670559,738063,226343686108096,Sin paredes duraderas,6386,Atlántico
Hombre,Urbano,8,Mayor,Venezolana,60353281,1345302,738063,18227468386845,Sin espacio exclusivo para la cocina,3182,Atlántico
Hombre,Urbano,8,Mayor,Venezolana,73792319,13982316,738063,189446104194357,Sin electricidad,5318,Atlántico
Hombre,Urbano,8,Menor,Colombiana,312304,90078102,3213118,280344830161855,Sin sanitario,4783,Atlántico
Hombre,Urbano,8,Menor,Colombiana,1227876,17693522,14048115,125949438768119,Sin empleo,6919,Atlántico
Hombre,Urbano,8,Menor,Colombiana,2048123,1164995,3213118,362574608215447,Sin refrigerador,4249,Atlántico
Hombre,Urbano,8,Menor,Colombiana,2292169,9209492,3213118,286621655351593,Sin espacio exclusivo para la cocina,3181,Atlántico
Hombre,Urbano,8,Menor,Colombiana,2912502,30061597,3213118,935589573741145,Sin alcantarillado,2647,Atlántico
Hombre,Urbano,8,Menor,Colombiana,3077609,1355093,3213118,421737701509873,Sin combustible adecuado para cocinar,9,Atlántico
Hombre,Urbano,8,Menor,Colombiana,3100293,90102743,3190396,282418680941175,Sin suministro continuo de agua,2145,Atlántico
Hombre,Urbano,8,Menor,Colombiana,3110315,1028028,3213118,319947166583985,Sin recogida de basuras,1077,Atlántico
Hombre,Urbano,8,Menor,Colombiana,3190396,22721882,3213118,70715989888949,Sin acueducto,1611,Atlántico
Hombre,Urbano,8,Menor,Colombiana,3202057,11061367,3213118,344256482332737,Sin paredes duraderas,6385,Atlántico
Hombre,Urbano,8,Menor,Colombiana,3213118,0,3213118,0,Sin electricidad,5317,Atlántico
